untyCntrctNo,bsnsDivNm,dcsnCntrctNo,cntrctRefNo,cntrctNm,cmmnCntrctYn,lngtrmCtnuDivNm,cntrctCnclsDate,cntrctPrd,baseLawNm,totCntrctAmt,thtmCntrctAmt,grntymnyRate,cntrctInfoUrl,payDivNm,reqNo,ntceNo,cntrctInsttCd,cntrctInsttNm,cntrctInsttJrsdctnDivNm,cntrctInsttChrgDeptNm,cntrctInsttOfclNm,cntrctInsttOfclTelNo,cntrctInsttOfclFaxNo,dminsttList,corpList,cntrctDtlInfoUrl,crdtrNm,baseDtls,cntrctCnclsMthdNm,rgstDt,chgDt,dfrcmpnstRt,pubPrcrmntClsfcNo,pubPrcrmntClsfcNm,pubPrcrmntMidClsfcNm,pubPrcrmntLrgClsfcNm,cntrctDate,infoBizYn,_source_endpoint,_business_type,dminsttNm,cntrctAmt
R26TE14092128,물품,R26TA0174999600,R26TA0174999600,횡계7리(산418-8번지 일원) 배수로 정비공사 관급자재(전석),N,신규,2026-04-15,,지방계약법 (제25조제1항5호나목),0,5465950,5,http://www.g2b.go.kr,직불,,,4281082,강원특별자치도 평창군 대관령면,지방자치단체,총무팀,조영구,,,[1^4281082^강원특별자치도 평창군 대관령면^지방자치단체^총무팀^조영구^],[1^주계약업체^단독^강일산업물류^장치은^대한민국^100^강일산업물류^^3081265763],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01749996&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대관령면장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:02:33,,0.08,,,,,2026-04-15,N,getCntrctInfoListThng,물품,강원특별자치도 평창군 대관령면,5465950
R26TE14092140,물품,R25TA0088960101,R25TA0088960101,2026학년도 한숲중학교 교복(동하복 및 동하복 활동복) 학교주관구매 계약,N,신규,2026-04-15,,지방계약법 (제2조의2제1항2호),0,104533000,10,http://www.g2b.go.kr,직불,,R25BK00985907,7751359,경기도교육청 경기도용인교육지원청 한숲중학교,교육기관,한숲중학교 행정실,이경하,,,[1^7751359^경기도교육청 경기도용인교육지원청 한숲중학교^교육기관^한숲중학교 행정실^이경하^],[1^주계약업체^단독^스마트학생복^최기수^대한민국^100^스마트학생복^^7231101753],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00889601&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,한숲중학교장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-04-20 11:02:51,,0.08,,,,,2026-04-15,N,getCntrctInfoListThng,물품,경기도교육청 경기도용인교육지원청 한숲중학교,104533000
R26TE14092151,물품,,R26TA0177304600,2026년 급식소 운영 물품 구매(수의계약),N,신규,,2026. 4. 20. ~ 2026. 5. 8.,지방계약법 (제25조제1항5호나목),0,2237000,5,http://www.g2b.go.kr,직불,,,6285743,인천광역시 남동소방서,지방자치단체,소방행정과,이현지,,,[1^6285743^인천광역시 남동소방서^지방자치단체^소방행정과^이현지^],[1^주계약업체^단독^(주)두루행복한세상(경인지사)^이시우^대한민국^100^(주)두루행복한세상(경인지사)^^5758501247],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01773046&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,인천남동소방서장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:03:08,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,인천광역시 남동소방서,2237000
R26TE14092164,물품,,R26TA0177299900,2026학년도 천안신안초등학교 학교급식 우유구매 소액수의(단가) 견적 공고,N,신규,,,지방계약법 (제25조제1항5호나목),0,17845920,5,http://www.g2b.go.kr,직불,,R26BK01461449,8150071,충청남도천안교육청 천안신안초등학교,교육기관,행정실,이정화,***********,,[1^8150071^충청남도천안교육청 천안신안초등학교^교육기관^행정실^이정화^***********],[1^주계약업체^단독^도솔유통^강미란^대한민국^100^도솔유통^^3827800177],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01772999&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:03:28,,0.08,,,,,2026-04-21,N,getCntrctInfoListThng,물품,충청남도천안교육청 천안신안초등학교,17845920
R26TE14092180,물품,,R26TA0176793200,2025사업연도 공주시 하수도공기업 특별회계 재무기록전자장부 제작 ,N,신규,,,지방계약법 (제25조제1항5호나목),0,1782000,10,http://www.g2b.go.kr,직불,,,4500000,충청남도 공주시,지방자치단체,회계과,도민영,,,[1^4500000^충청남도 공주시^지방자치단체^회계과^이명희^0418407922],[1^주계약업체^단독^(주)대양컴퓨터정보^조연수^대한민국^100^(주)대양컴퓨터정보^^1168135685],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01767932&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,공주시장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:03:52,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,충청남도 공주시,1782000
R26TE14092203,물품,,R26TA0176030900,풍력발전기(U50) 피치모터 및 드라이브 구매,N,신규,,,지방계약법 (제25조제1항4호타목),0,27210700,10,http://www.g2b.go.kr,직불,,,B552915,제주에너지공사,지방공기업,총무부,윤진선,064-720-7444,064-720-7439,[1^B552915^제주에너지공사^지방공기업^총무부^윤진선^0647207444],[1^주계약업체^단독^유니슨(주)^김병주^대한민국^100^유니슨(주)^^1208130898],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01760309&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,제주에너지공사장,부품공급 및 설비확충 시 호환성,수의계약,2026-04-20 11:04:26,,0.08,,,,,2026-05-04,N,getCntrctInfoListThng,물품,제주에너지공사,27210700
R26TE14092207,물품,R25TA0104576702,R25TA0104576702,용산초등학교 공간재구조화 리모델링공사 목무늬라인불연강판패널 구매,N,신규,2026-04-20,2025.11.05~2026.06.30까지,지방계약법 (제25조제1항5호라목),0,38500000,5,http://www.g2b.go.kr,직불,,R25BK01117137,7181000,부산광역시교육청 부산광역시남부교육지원청,교육기관,학교지원과,권현정,051-640-0343,051-637-8956,[1^7181000^부산광역시교육청 부산광역시남부교육지원청^교육기관^학교지원과^권현정^0516400343],[1^주계약업체^단독^(주)에이탑이엔지^김규완^대한민국^100^(주)에이탑이엔지^^6068611798],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01045767&ctrtChgOrd=02&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시남부교육지원청교육장,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약),수의계약,2026-04-20 11:04:30,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,부산광역시교육청 부산광역시남부교육지원청,38500000
R26TE14092211,물품,33243009708,33243009708,금속제울타리외 11종,N,신규,2026-04-20,,국가계약법 (제21조제1항8호),10350300000,10350300000,10,http://www.g2b.go.kr,대지급,,20231119979,1230149,조달청 충북지방조달청,국가기관,경영관리과,성예림,070-4056-8563,050-5480-1803,[1^ZZ99999^각 수요기관^기타기관^x^이관데이터^],[1^주계약업체^단독^자원 주식회사^이운하^대한민국^100^자원 주식회사^^4148800304],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=332430097_1&ctrtChgOrd=08&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부충북지방조달청장,중소기업청장이 지정.고시한 제품,제한경쟁,2026-04-20 11:04:37,,0.075,,,,,2026-04-20,N,getCntrctInfoListThng,물품,각 수요기관,10350300000
R26TE14092223,물품,R26TA0176545601,R26TA0176545601,서인동 공영주차장 전기판넬 구매설치,N,신규,2026-04-20,,지방계약법 (제25조제1항4호바목),0,7275400,5,http://www.g2b.go.kr,직불,,,4080000,경기도 안성시,지방자치단체,,안재성,031-678-2822,031-678-2809,[1^4080000^경기도 안성시^지방자치단체^^안재성^0316782822],[1^주계약업체^단독^주식회사 위테크(WE TECH)^위진량^대한민국^100^주식회사 위테크(WE TECH)^^5738703340],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01765456&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,안성시장,제조공급자가 설치 조립시,수의계약,2026-04-20 11:04:51,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,경기도 안성시,7275400
R26TE14092222,물품,,R26TA0174924900,정선아리랑 홍보용 기념품(오르골) 제작 구매,N,신규,,,지방계약법 (제25조제1항5호나목),0,13800000,5,http://www.g2b.go.kr,직불,,,4291000,강원특별자치도 정선군,지방자치단체,정선군 회계과,강창수,033-560-2278,,[1^4291000^강원특별자치도 정선군^지방자치단체^정선군 회계과^강창수^0335602278],[1^주계약업체^단독^에이치케이스튜디오^신형광^대한민국^100^에이치케이스튜디오^^3053411993],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01749249&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,정선군수,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:04:51,,0.08,,,,,2026-04-21,N,getCntrctInfoListThng,물품,강원특별자치도 정선군,13800000
R26TE14092227,물품,R26TA0175401900,R26TA0175401900,모자외 1종,N,신규,2026-04-17,,국가계약법 (제10조제1항),2601000000,2601000000,10,http://www.g2b.go.kr,,,20211033402,1230000,조달청,국가기관,운영지원과,김치헌,042-724-6315,050-5730-1788,[1^ZZ99999^각 수요기관^기타기관^x^이관데이터^],[1^주계약업체^단독^주식회사 신화코리아^정은경^대한민국^100^주식회사 신화코리아^^4038175922],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01754019&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,조달청장,경쟁은 입찰의 방법으로 행함,일반경쟁,2026-04-20 11:04:54,,0.075,,,,,2026-04-17,N,getCntrctInfoListThng,물품,각 수요기관,2601000000
R26TE14092233,물품,,R26TA0176995100,수소용품시험동 연료가스(튜브트레일러 임대) 구매 계약,N,신규,,30일,국가계약법 (제26조제1항5호가2목),0,7590000,10,http://www.g2b.go.kr,직불,,,D176178,한국가스안전공사 수소안전검사처,준정부기관,수소용품검사인증센터,백주희,,,[1^D176178^한국가스안전공사 수소안전검사처^준정부기관^수소용품검사인증센터^백주희^],[1^주계약업체^단독^대흥산업가스(주)^김성주^대한민국^100^대흥산업가스(주)^^4018134191],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01769951&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,한국가스안전공사 수소안전검사처장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:05:00,,0.075,,,,,2026-04-20,N,getCntrctInfoListThng,물품,한국가스안전공사 수소안전검사처,7590000
R26TE14092238,물품,R25TA0101653600,R25TA0101653600,"2026학년도 오남중학교 교복(동복, 생활하복, 간편복 동복)학교주관구매 계약 체결",N,신규,2025-11-04,,지방계약법 (제2조의2제1항1호),0,41200000,5,http://www.g2b.go.kr,직불,,R25BK01068377,7652098,경기도교육청 경기도구리남양주교육지원청 오남중학교,교육기관,교육행정실,강선희,031-828-1505,031-842-6328,[1^7652098^경기도교육청 경기도구리남양주교육지원청 오남중학교^교육기관^교육행정실^강선희^0318281505],[1^주계약업체^단독^스마트학생복^김선희^대한민국^100^스마트학생복^^2090254242],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01016536&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,오남중학교장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-04-20 11:05:14,,0.08,,,,,2025-11-04,N,getCntrctInfoListThng,물품,경기도교육청 경기도구리남양주교육지원청 오남중학교,41200000
R26TE14092240,물품,R26TA0176756800,R26TA0176756800,2026학년도 삼선초도서관 제1차 도서 구입 계약,N,신규,2026-04-20,,지방계약법 (제25조제1항5호나목),0,7417530,10,http://www.g2b.go.kr,직불,,,7120042,서울특별시성북교육청 서울삼선초등학교,교육기관,행정실,박혜진,02-6391-1829,,[1^7120042^서울특별시성북교육청 서울삼선초등학교^교육기관^행정실^박혜진^0263911829],[1^주계약업체^단독^북시스템^황용천^대한민국^100^북시스템^^2060980890],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01767568&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서울삼선초등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:05:16,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,서울특별시성북교육청 서울삼선초등학교,7417530
R26TE14092242,물품,R26TA0176716800,R26TA0176716800,청림초등학교 더혜윰도서관 1차 도서구입 계약,N,신규,2026-04-20,2026.4.27.~2026.5.11.,지방계약법 (제25조제1항5호나목),0,11491320,5,http://www.g2b.go.kr,직불,,,7679420,경기도교육청 경기도화성오산교육지원청 청림초등학교,교육기관,교육행정실,김애영,031-378-7845,031-378-8680,[1^7679420^경기도교육청 경기도화성오산교육지원청 청림초등학교^교육기관^교육행정실^김애영^0313787845],[1^주계약업체^단독^동탄서점^강현주^대한민국^100^동탄서점^^4242301242],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01767168&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,청림초등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:05:16,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,경기도교육청 경기도화성오산교육지원청 청림초등학교,11491320
R26TE14092244,물품,,R26TA0177305000,2026학년도 마송고등학교 1차 도서 구입 계약,N,신규,,,지방계약법 (제25조제1항5호나목),0,8109900,5,http://www.g2b.go.kr,직불,,,7530930,경기도교육청 마송고등학교,교육기관,교육행정실,이승현,,,[1^7530930^경기도교육청 마송고등학교^교육기관^교육행정실^이승현^],[1^주계약업체^단독^김포서점^최은숙^대한민국^100^김포서점^^6396500302],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01773050&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,마송고등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:05:20,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,경기도교육청 마송고등학교,8109900
R26TE14092253,물품,,R26TA0177030400,곡성소방서 화재안전조사 기자재 구입,N,신규,,,지방계약법 (제25조제1항5호나목),0,1750000,5,http://www.g2b.go.kr,직불,,,6461457,전라남도 곡성소방서,지방자치단체,,추도원,061-357-0752,061-357-0740,[1^6461457^전라남도 곡성소방서^지방자치단체^^추도원^0613570752],[1^주계약업체^단독^엠피넥스^문성자^대한민국^100^엠피넥스^^6682400122],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01770304&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,곡성소방서장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:05:36,,0.13,,,,,2026-04-20,N,getCntrctInfoListThng,물품,전라남도 곡성소방서,1750000
R26TE14092257,물품,,R26TA0177297600,죽항 2통 마을안길 재포장공사를 위한 관급자재 구입,N,신규,,,지방계약법 (제25조제1항8호다목),0,23777000,0,http://www.g2b.go.kr,직불,,,4700062,전라북도 남원시 죽항동,지방자치단체,남원시 죽항동,박정혁,,,[1^4700062^전라북도 남원시 죽항동^지방자치단체^남원시 죽항동^박정혁^],[1^주계약업체^단독^주식회사 씨씨티연구소^최정헌^대한민국^100^주식회사 씨씨티연구소^^1288657450],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01772976&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,죽항동장,「조달사업에 관한 법률」 제27조제1항에 따른 혁신제품,수의계약,2026-04-20 11:05:39,,0.075,,,,,2026-05-08,N,getCntrctInfoListThng,물품,전라북도 남원시 죽항동,23777000
R26TE14092266,물품,,R26TA0176720900,의왕초등학교 6학년 목공체험 재료 구입,N,신규,,,지방계약법 (제25조제1항5호나목),0,2790000,5,http://www.g2b.go.kr,직불,,,7642030,경기도교육청 경기도군포의왕교육지원청 의왕초등학교,교육기관,행정실,이우열,031-457-4763,031-457-5742,[1^7642030^경기도교육청 경기도군포의왕교육지원청 의왕초등학교^교육기관^행정실^이우열^0314574763],[1^주계약업체^단독^다호디자인^이호식^대한민국^100^다호디자인^^3170103765],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01767209&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:05:50,,0.08,,,,,2026-04-22,N,getCntrctInfoListThng,물품,경기도교육청 경기도군포의왕교육지원청 의왕초등학교,2790000
R26TE14092275,물품,R26TA0176219300,R26TA0176219300,2026학년도 김포호수초 6학년 졸업앨범 제작 구매 계약 ,N,신규,2026-04-20,,지방계약법 (제25조제1항5호나목),0,10340000,10,http://www.g2b.go.kr,직불,,,7771136,경기도교육청 경기도김포교육지원청 김포호수초등학교,교육기관,김포호수초등학교,차현정,031-996-7420,031-996-7422,[1^7771136^경기도교육청 경기도김포교육지원청 김포호수초등학교^교육기관^김포호수초등학교^차현정^0319967420],[1^주계약업체^단독^무지개사진관^장다혜^대한민국^100^무지개사진관^^8570700948],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01762193&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,김포호수초등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:00,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,경기도교육청 경기도김포교육지원청 김포호수초등학교,10340000
R26TE14092279,물품,R25TA0124543801,R25TA0124543801,2026학년도 중학교 교과용도서 구매(우림),N,신규,2026-04-20,,지방계약법 (제25조제1항8호사목),0,616136520,5,http://www.g2b.go.kr,직불,,,7271000,대구광역시교육청 대구광역시남부교육지원청,교육기관,재정평생교육과,정나혜,053-234-0149,,[1^7271000^대구광역시교육청 대구광역시남부교육지원청^교육기관^재정평생교육과^정나혜^0532340149],[1^주계약업체^단독^우림^서선영^대한민국^100^우림^^5039203082],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01245438&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,남부교육지원청교육장,"타법령에의한 위탁,대행자와 계약",수의계약,2026-04-20 11:06:03,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,대구광역시교육청 대구광역시남부교육지원청,616136520
R26TE14092280,물품,R26TA0175495700,R26TA0175495700,원곡초 돌봄교실 환경개선 물품구입,N,신규,2026-04-15,,지방계약법 (제25조제1항5호나목),0,3994000,5,http://www.g2b.go.kr,직불,,,7760042,경기도안성교육청 원곡초등학교,교육기관,행정실,최재준,***********,6536445,[1^7760042^경기도안성교육청 원곡초등학교^교육기관^행정실^최재준^***********],[1^주계약업체^단독^아이꿈터 평택점^임재욱^대한민국^100^아이꿈터 평택점^^1252415282],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01754957&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,원곡초등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:05,,0.08,,,,,2026-04-15,N,getCntrctInfoListThng,물품,경기도안성교육청 원곡초등학교,3994000
R26TE14092285,물품,R26TA0176914500,R26TA0176914500,플레이그라운드 드라이룸 구매,N,신규,2026-04-17,,국가계약법 (제26조제1항5호가2목),0,1364000,10,http://www.g2b.go.kr,직불,,,7006409,전남대학교 산학협력단,기타기관,구매관리팀,김영욱,,,[1^7006409^전남대학교 산학협력단^기타기관^구매관리팀^김영욱^],[1^주계약업체^단독^유진바이오텍^김광일^대한민국^100^유진바이오텍^^4091756505],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01769145&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,전남대학교산학협력단장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:11,,0.075,,,,,2026-04-17,N,getCntrctInfoListThng,물품,전남대학교 산학협력단,1364000
R26TE14092286,물품,20242301E8304,20242301E8304,"도계미인폭포탐방로조성사업(토목,조경)관급자재[말라스데크](제조)구매.",N,신규,2026-04-20,2024. 3. 28. ~ 2026. 8. 22.,지방계약법 (제25조제1항6호나목),0,259245000,5,http://www.g2b.go.kr,직불,,20240343749,4241000,강원특별자치도 삼척시,지방자치단체,회계과,박용준,,,[1^4241000^강원특별자치도 삼척시^지방자치단체^회계과^박용준^],[1^주계약업체^단독^봉황산업(주)^김진각^대한민국^100^봉황산업(주)^^2228109764],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=20242301E83_1&ctrtChgOrd=04&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,삼척시장,농공단지 입주공장 생산품,수의계약,2026-04-20 11:06:12,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,강원특별자치도 삼척시,259245000
R26TE14092287,물품,R26TA0177149600,R26TA0177149600,기장읍 대라리 140-8번지 주변 노후관 개량공사(제수밸브),N,신규,2026-04-20,30,지방계약법 (제25조제1항5호나목),0,8592000,5,http://www.g2b.go.kr,직불,,,6260360,부산광역시 상수도사업본부 기장사업소,지방자치단체,기장사업소업무부서,김우열,051-669-5556,051-669-5559,[1^6260360^부산광역시 상수도사업본부 기장사업소^지방자치단체^기장사업소업무부서^김우열^0516695556],[1^주계약업체^단독^주식회사 제운^진기종^대한민국^100^주식회사 제운^^6068661167],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01771496&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 상수도본부 기장사업소,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:15,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 기장사업소,8592000
R26TE14092291,물품,R26TA0176654700,R26TA0176654700,2026학년도 졸업앨범 제작업체 계약,N,신규,2026-04-17,,지방계약법 (제25조제1항5호나목),0,11000000,5,http://www.g2b.go.kr,직불,,,7120020,서울특별시성북교육청 장위중학교,교육기관,장위중학교 행정실,유은영,,,[1^7120020^서울특별시성북교육청 장위중학교^교육기관^장위중학교 행정실^유은영^],[1^주계약업체^단독^디앤북^배경성^대한민국^100^디앤북^^2011677025],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01766547&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,장위중학교 교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:26,,0.08,,,,,2026-04-17,N,getCntrctInfoListThng,물품,서울특별시성북교육청 장위중학교,11000000
R26TE14092294,물품,,R26TA0175853600,2026년 서울국제정원박람회 팝업가든 조성 물품 구매,N,신규,,계약일로부터 30일 이내,지방계약법 (제25조제1항5호나목),0,18192700,5,http://www.g2b.go.kr,직불,,,3010000,서울특별시 중구,지방자치단체,재무과,조성희,,,[1^3010000^서울특별시 중구^지방자치단체^재무과^조성희^],[1^주계약업체^단독^에스빠스조경주식회사^정미숙^대한민국^100^에스빠스조경주식회사^^2128159627],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01758536&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서울특별시 중구청,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:28,,0.08,,,,,2026-04-21,N,getCntrctInfoListThng,물품,서울특별시 중구,18192700
R26TE14092295,물품,R26TA0176801500,R26TA0176801500,금화초 1학기 도서 구입,N,신규,2026-04-17,,지방계약법 (제25조제1항5호나목),0,7254830,10,http://www.g2b.go.kr,직불,,,7681021,경기도교육청 경기도파주교육지원청 금화초등학교,교육기관,행정실,진선이,,,[1^7681021^경기도교육청 경기도파주교육지원청 금화초등학교^교육기관^행정실^진선이^],[1^주계약업체^단독^현대서점^한진구^대한민국^100^현대서점^^7040400551],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01768015&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,금화초등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:28,,0.08,,,,,2026-04-17,N,getCntrctInfoListThng,물품,경기도교육청 경기도파주교육지원청 금화초등학교,7254830
R26TE14092299,물품,,R26TA0177311500,천안시티FC 운동기구 구입,N,신규,,,지방계약법 (제25조제1항5호라목),0,70425500,5,http://www.g2b.go.kr,직불,,R26BK01432031,4490000,충청남도 천안시,지방자치단체,천안시 회계과,유선준,041-521-5289,,[1^4490000^충청남도 천안시^지방자치단체^천안시 회계과^유선준^0415215289],[1^주계약업체^단독^애니유통^이미영^대한민국^100^애니유통^^6764200113],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01773115&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,천안시장,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약),수의계약,2026-04-20 11:06:35,,0.08,,,,,2026-04-29,N,getCntrctInfoListThng,물품,충청남도 천안시,70425500
R26TE14092300,물품,,R26TA0177278600,신이문 빗물펌프장 VCB 구매설치,N,신규,,,지방계약법 (제25조제1항5호나목),0,5559000,5,http://www.g2b.go.kr,직불,,,3050000,서울특별시 동대문구,지방자치단체,재무과,김주명,02-2127-4532,,[1^3050000^서울특별시 동대문구^지방자치단체^재무과^김주명^0221274532],[1^주계약업체^단독^나인테크^조나리^대한민국^100^나인테크^^2133161252],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01772786&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,서울특별시동대문구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:35,,0.08,,,,,2026-04-20,N,getCntrctInfoListThng,물품,서울특별시 동대문구,5559000
R26TE14092305,물품,,R26TA0177261700,2026학년도 문원초등학교 6학년 졸업앨범 구매 계약,N,신규,,2026.04.20.~2026.12.24.,지방계약법 (제25조제1항5호나목),0,15568000,5,http://www.g2b.go.kr,직불,,,7570045,경기도안양교육청 문원초등학교,교육기관,행정실,조경훈,,,[1^7570045^경기도안양교육청 문원초등학교^교육기관^행정실^조경훈^],[1^주계약업체^단독^서울사진관^신동영^대한민국^100^서울사진관^^1380299608],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01772617&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,문원초등학교장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 11:06:44,,0.075,,,,,2026-04-20,N,getCntrctInfoListThng,물품,경기도안양교육청 문원초등학교,15568000
