item_category,city,opportunity_score,competition_score,bid_count,amount_sum,district_count,consumer_fit_score,hub_score,rank_in_item,judgment_label,survival_5y,dissolution_rate,adjusted_score,adjusted_score_100,opp_score_100,consumer_fit_100,competition_100
의료/복지용품,충청남도,28.34,1.0,10,1711518000,2,0.66,23.5,5,고기회 지역,56.1,0.03,15.42,59.5,34.5,66.5,100.0
의료/복지용품,충청북도,21.43,1.0,11,1939105490,3,0.62,26.5,17,소비층 적합,50.8,0.039,10.46,32.2,3.1,62.2,100.0
인쇄/홍보물,강원특별자치도,23.68,1.0,131,24901295803,19,0.27,55.7,11,기회 검토,38.93,0.0962,8.33,20.5,13.3,26.8,100.0
인쇄/홍보물,경기도,23.77,1.0,216,77205222232,28,0.89,100.0,10,소비층 적합,40.58,0.1023,8.66,22.4,13.7,89.4,100.0
인쇄/홍보물,경상남도,22.59,1.0,38,4261187800,9,0.36,7.3,15,기회 검토,39.98,0.0989,8.14,19.5,8.3,35.8,100.0
인쇄/홍보물,경상북도,23.91,1.0,80,10528511147,16,0.11,29.2,9,기회 검토,38.87,0.0993,8.37,20.8,14.3,10.6,100.0
인쇄/홍보물,광주광역시,24.11,0.98,129,34617740878,8,0.63,54.7,7,소비층 적합,38.84,0.0973,8.45,21.2,15.2,63.4,97.9
인쇄/홍보물,대구광역시,23.53,1.0,165,41211996250,18,0.49,73.4,12,물류 거점 후보,41.42,0.1027,8.74,22.8,12.6,48.7,100.0
인쇄/홍보물,대전광역시,23.0,0.99,84,12700933071,8,0.66,31.2,13,소비층 적합,39.62,0.1146,8.07,19.1,10.2,65.8,98.6
인쇄/홍보물,부산광역시,24.21,1.0,138,47384862629,12,0.43,59.4,6,기회 검토,38.03,0.1117,8.18,19.7,15.7,43.1,100.0
인쇄/홍보물,서울특별시,21.48,1.0,81,37844684060,22,0.88,29.7,17,소비층 적합,37.09,0.1,7.17,14.2,3.3,87.8,100.0
인쇄/홍보물,세종특별자치시,22.96,1.0,28,10459834800,2,1.0,2.1,14,소비층 적합,44.03,0.1142,8.95,23.9,10.0,100.0,100.0
인쇄/홍보물,울산광역시,28.6,1.0,86,15679366521,4,0.63,32.3,1,고기회 지역,38.58,0.1008,9.92,29.3,35.6,63.4,100.0
인쇄/홍보물,인천광역시,24.01,1.0,130,66206471265,12,0.78,55.2,8,소비층 적합,40.8,0.1106,8.71,22.6,14.8,78.0,100.0
인쇄/홍보물,전라남도,24.56,1.0,35,4223082000,9,0.0,5.7,4,기회 검토,37.75,0.1057,8.29,20.3,17.3,0.0,100.0
인쇄/홍보물,전라북도,24.45,1.0,137,78154039102,14,,58.9,5,기회 검토,39.11,0.1074,8.54,21.7,16.8,,100.0
인쇄/홍보물,제주특별자치도,27.23,1.0,72,12284180647,3,0.53,25.0,2,고기회 지역,38.56,0.0996,9.45,26.7,29.4,52.8,100.0
인쇄/홍보물,충청남도,22.34,1.0,29,3367421320,6,0.29,2.6,16,기회 검토,39.84,0.1034,7.98,18.6,7.2,29.3,100.0
인쇄/홍보물,충청북도,25.34,1.0,24,3725165060,3,0.37,0.0,3,기회 검토,40.22,0.0956,9.22,25.4,20.8,37.4,100.0
전문용역/컨설팅,강원특별자치도,27.48,0.99,395,61941487144,23,0.44,99.5,4,고기회 지역,33.85,0.107,8.31,20.4,30.5,44.4,99.1
전문용역/컨설팅,경기도,24.55,1.0,390,62146011464,32,0.93,98.1,10,소비층 적합,44.9,0.086,10.07,30.1,17.2,93.1,100.0
전문용역/컨설팅,경상남도,24.09,1.0,93,13215031250,15,0.53,17.6,12,기회 검토,39.4,0.099,8.55,21.7,15.1,52.8,100.0
전문용역/컨설팅,경상북도,22.95,1.0,91,14290034522,14,0.17,17.1,16,기회 검토,35.05,0.1135,7.13,13.9,10.0,16.7,100.0
전문용역/컨설팅,광주광역시,25.58,1.0,170,22254793283,11,0.49,38.5,6,기회 검토,38.95,0.094,9.03,24.4,21.9,48.6,100.0
전문용역/컨설팅,대구광역시,24.33,0.98,176,29376102490,17,0.5,40.1,11,기회 검토,45.85,0.0915,10.13,30.4,16.2,50.3,98.0
전문용역/컨설팅,대전광역시,25.7,1.0,166,26989213815,14,0.53,37.4,5,기회 검토,43.05,0.0885,10.08,30.1,22.5,52.8,99.8
전문용역/컨설팅,부산광역시,24.88,0.99,276,59412111870,25,0.44,67.2,8,기회 검토,42.05,0.0955,9.46,26.7,18.7,44.4,98.7
전문용역/컨설팅,서울특별시,23.68,1.0,148,26368149190,24,0.72,32.5,14,소비층 적합,43.3,0.0865,9.37,26.2,13.3,72.2,100.0
전문용역/컨설팅,세종특별자치시,30.75,1.0,28,2468633160,1,1.0,0.0,2,고기회 지역,37.15,0.1095,10.17,30.6,45.4,100.0,100.0
전문용역/컨설팅,울산광역시,25.3,0.97,209,24253950000,15,0.83,49.1,7,소비층 적합,32.15,0.1115,7.23,14.5,20.7,83.3,96.5
전문용역/컨설팅,인천광역시,24.69,0.97,297,67134883269,18,0.74,72.9,9,소비층 적합,42.4,0.0965,9.46,26.7,17.9,73.6,97.0
전문용역/컨설팅,전라남도,22.39,0.95,69,16735857760,22,0.0,11.1,17,기회 검토,41.05,0.1055,8.22,19.9,7.4,0.0,95.5
전문용역/컨설팅,전라북도,28.81,1.0,397,49092004681,20,,100.0,3,고기회 지역,38.1,0.1245,9.61,27.6,36.6,,100.0
전문용역/컨설팅,제주특별자치도,30.88,1.0,259,41129601439,4,0.65,62.6,1,고기회 지역,41.7,0.12,11.33,37.0,46.0,65.3,100.0
전문용역/컨설팅,충청남도,23.97,1.0,84,13278767280,15,0.44,15.2,13,기회 검토,39.15,0.1025,8.42,21.0,14.6,44.4,100.0
전문용역/컨설팅,충청북도,23.17,1.0,58,10012001220,8,0.49,8.1,15,기회 검토,38.6,0.106,8.0,18.7,11.0,48.6,100.0
조경/녹지관리,강원특별자치도,26.64,0.99,529,64300737403,20,0.96,100.0,2,고기회 지역,38.9,0.063,9.71,28.1,26.7,95.6,98.5
조경/녹지관리,경기도,24.4,1.0,260,42069211854,28,0.29,48.7,6,기회 검토,41.2,0.087,9.18,25.2,16.6,29.4,100.0
조경/녹지관리,경상남도,23.05,1.0,16,289929000,8,0.94,2.1,11,소비층 적합,39.8,0.064,8.59,22.0,10.4,94.1,100.0
조경/녹지관리,경상북도,23.01,1.0,63,2454901410,12,1.0,11.1,12,소비층 적합,42.3,0.06,9.15,25.0,10.3,100.0,100.0
조경/녹지관리,광주광역시,22.75,1.0,140,99468579247,20,0.34,25.8,14,기회 검토,42.8,0.074,9.02,24.3,9.1,33.8,100.0
조경/녹지관리,대구광역시,24.28,1.0,148,34222063020,18,0.62,27.3,7,소비층 적합,45.0,0.074,10.12,30.4,16.0,62.2,99.6
조경/녹지관리,대전광역시,25.06,0.99,256,66479525200,29,0.31,47.9,5,기회 검토,42.7,0.07,9.95,29.4,19.5,30.9,99.3
조경/녹지관리,부산광역시,24.05,0.99,145,81660885192,22,0.66,26.7,9,소비층 적합,42.0,0.08,9.29,25.8,15.0,66.2,98.6
조경/녹지관리,서울특별시,22.35,1.0,71,31633106470,21,0.22,12.6,15,기회 검토,43.6,0.071,9.05,24.5,7.2,22.1,100.0
조경/녹지관리,세종특별자치시,34.82,1.0,45,7383955070,1,0.0,7.6,1,고기회 지역,39.6,0.083,12.64,44.2,63.9,0.0,100.0
조경/녹지관리,울산광역시,23.36,0.9,154,37375591100,12,0.59,28.4,10,기회 검토,37.8,0.071,8.2,19.8,11.8,58.8,90.3
조경/녹지관리,인천광역시,25.42,0.99,217,79726664718,13,0.38,40.5,3,기회 검토,42.2,0.093,9.73,28.2,21.2,38.2,98.7
조경/녹지관리,전라남도,21.16,1.0,5,2124085000,2,0.96,0.0,17,데이터 부족,42.4,0.059,8.44,21.1,1.9,95.6,100.0
조경/녹지관리,전라북도,24.07,1.0,188,24332486112,16,,34.9,8,기회 검토,40.1,0.097,8.72,22.7,15.1,,100.0
조경/녹지관리,제주특별자치도,25.23,1.0,168,38634810352,5,0.71,31.1,4,소비층 적합,38.0,0.083,8.79,23.1,20.3,70.6,100.0
조경/녹지관리,충청남도,22.8,1.0,21,2289015000,9,0.85,3.1,13,소비층 적합,39.3,0.069,8.34,20.6,9.3,85.3,100.0
조경/녹지관리,충청북도,21.86,1.0,33,1063016200,8,0.82,5.3,16,소비층 적합,42.7,0.067,8.71,22.6,5.0,82.4,100.0
차량/운송,강원특별자치도,27.5,1.0,773,76894206260,28,0.44,86.8,3,고기회 지역,38.93,0.0962,9.68,28.0,30.7,44.4,100.0
차량/운송,경기도,26.37,1.0,888,123125787889,36,0.93,100.0,6,소비층 적합,40.58,0.1023,9.61,27.6,25.5,93.1,100.0
차량/운송,경상남도,24.77,1.0,72,5360604911,5,0.53,6.0,11,기회 검토,39.98,0.0989,8.92,23.8,18.2,52.8,100.0
차량/운송,경상북도,23.41,1.0,100,12990148263,11,0.17,9.2,14,기회 검토,38.87,0.0993,8.2,19.8,12.1,16.7,100.0
차량/운송,광주광역시,24.58,1.0,368,48803320713,23,0.49,40.1,12,기회 검토,38.84,0.0973,8.62,22.1,17.4,48.6,100.0
차량/운송,대구광역시,25.01,1.0,439,64550249151,20,0.5,48.3,8,기회 검토,41.42,0.1027,9.3,25.9,19.3,50.3,100.0
차량/운송,대전광역시,24.86,1.0,331,47794445740,27,0.53,35.8,10,기회 검토,39.62,0.1146,8.72,22.7,18.7,52.8,100.0
차량/운송,부산광역시,24.97,1.0,784,122038788970,37,0.44,88.0,9,물류 거점 후보,38.03,0.1117,8.44,21.1,19.2,44.4,100.0
차량/운송,서울특별시,22.2,1.0,74,12744339160,21,0.72,6.2,17,소비층 적합,37.09,0.1,7.41,15.5,6.6,72.2,100.0
차량/운송,세종특별자치시,36.04,1.0,79,13408288780,1,1.0,6.8,1,고기회 지역,44.03,0.1142,14.06,52.0,69.4,100.0,100.0
차량/운송,울산광역시,26.49,1.0,526,48037589906,13,0.83,58.3,4,소비층 적합,38.58,0.1008,9.19,25.3,26.1,83.3,100.0
차량/운송,인천광역시,25.06,0.99,474,112559473062,22,0.74,52.3,7,소비층 적합,40.8,0.1106,9.1,24.8,19.6,73.6,99.2
차량/운송,전라남도,23.15,1.0,20,2754735100,5,0.0,0.0,15,기회 검토,37.75,0.1057,7.81,17.7,10.9,0.0,100.0
차량/운송,전라북도,26.39,1.0,634,73614183621,23,,70.7,5,물류 거점 후보,39.11,0.1074,9.21,25.4,25.6,,100.0
차량/운송,제주특별자치도,32.34,1.0,391,31366946252,3,0.65,42.7,2,고기회 지역,38.56,0.0996,11.23,36.5,52.6,65.3,100.0
차량/운송,충청남도,24.38,1.0,61,6842574638,8,0.44,4.7,13,기회 검토,39.84,0.1034,8.71,22.6,16.4,44.4,100.0
차량/운송,충청북도,22.75,1.0,33,2656840270,5,0.49,1.5,16,기회 검토,40.22,0.0956,8.27,20.2,9.1,48.6,100.0
청소/환경미화,강원특별자치도,26.74,1.0,375,178452725071,20,0.44,68.0,3,고기회 지역,38.69,,9.31,25.9,27.2,44.4,100.0
청소/환경미화,경기도,25.43,1.0,545,1030549555706,31,0.93,100.0,5,소비층 적합,41.69,,9.54,27.2,21.2,93.1,99.8
청소/환경미화,경상남도,23.44,1.0,23,2323054390,6,0.53,1.7,13,기회 검토,40.17,,8.47,21.3,12.2,52.8,100.0
청소/환경미화,경상북도,23.16,1.0,53,19883688620,5,0.17,7.3,15,기회 검토,39.26,,8.18,19.7,10.9,16.7,100.0
청소/환경미화,광주광역시,24.34,1.0,162,25086920807,11,0.49,27.9,9,기회 검토,39.5,,8.65,22.3,16.3,48.6,100.0
청소/환경미화,대구광역시,23.42,0.99,146,26589935603,16,0.5,24.9,14,기회 검토,42.59,,8.98,24.1,12.1,50.3,99.4
청소/환경미화,대전광역시,23.92,1.0,207,40163842229,14,0.53,36.3,10,기회 검토,40.74,,8.77,23.0,14.4,52.8,99.6
청소/환경미화,부산광역시,23.85,1.0,169,56224944157,22,0.44,29.2,11,기회 검토,39.56,,8.49,21.4,14.1,44.4,100.0
청소/환경미화,서울특별시,22.83,1.0,113,160322470376,21,0.72,18.6,16,소비층 적합,39.13,,8.04,18.9,9.4,72.2,100.0
청소/환경미화,세종특별자치시,27.52,1.0,68,29740701730,2,1.0,10.2,2,고기회 지역,43.83,,10.85,34.4,30.7,100.0,100.0
청소/환경미화,울산광역시,24.98,1.0,212,38813270451,10,0.83,37.3,6,소비층 적합,38.44,,8.64,22.2,19.2,83.3,99.8
청소/환경미화,인천광역시,24.86,1.0,308,85364479136,16,0.74,55.4,7,소비층 적합,41.22,,9.22,25.4,18.6,73.6,100.0
청소/환경미화,전라남도,23.61,1.0,22,13271393350,8,0.0,1.5,12,기회 검토,38.74,,8.23,20.0,13.0,0.0,100.0
청소/환경미화,전라북도,26.62,1.0,299,30077937344,15,,53.7,4,기회 검토,39.45,,9.45,26.7,26.6,,100.0
청소/환경미화,제주특별자치도,34.36,1.0,54,6543780897,2,0.65,7.5,1,고기회 지역,40.59,,12.55,43.7,61.8,65.3,100.0
청소/환경미화,충청남도,24.63,1.0,34,24130745881,6,0.44,3.8,8,기회 검토,39.92,,8.85,23.4,17.6,44.4,100.0
청소/환경미화,충청북도,21.97,1.0,14,3418715460,5,0.49,0.0,17,기회 검토,39.96,,7.9,18.2,5.5,48.6,100.0
폐기물/환경,강원특별자치도,30.92,1.0,1915,491531921918,27,0.96,86.4,2,고기회 지역,38.69,,10.77,33.9,46.2,95.6,100.0
폐기물/환경,경기도,30.23,1.0,2201,1250952117929,45,0.29,100.0,4,고기회 지역,41.69,,11.34,37.1,43.0,29.4,100.0
폐기물/환경,경상남도,25.3,1.0,259,21834434165,18,0.94,7.6,12,소비층 적합,40.17,,9.15,25.0,20.7,94.1,100.0
폐기물/환경,경상북도,25.13,1.0,327,32014332098,25,1.0,10.8,14,소비층 적합,39.26,,8.88,23.6,19.9,100.0,100.0
폐기물/환경,광주광역시,25.27,1.0,866,289874918379,37,0.34,36.5,13,기회 검토,39.5,,8.98,24.1,20.5,33.8,100.0
폐기물/환경,대구광역시,24.65,1.0,1015,575199078948,40,0.62,43.6,17,소비층 적합,42.59,,9.45,26.7,17.7,62.2,100.0
폐기물/환경,대전광역시,27.23,1.0,1084,207806304629,40,0.31,46.9,8,고기회 지역,40.74,,9.99,29.7,29.4,30.9,99.9
폐기물/환경,부산광역시,25.94,1.0,1631,786649325089,56,0.66,72.9,11,소비층 적합,39.56,,9.24,25.5,23.6,66.2,100.0
폐기물/환경,서울특별시,24.77,1.0,590,1871309057176,25,0.22,23.4,16,기회 검토,39.13,,8.72,22.7,18.2,22.1,100.0
폐기물/환경,세종특별자치시,33.17,1.0,99,50886244960,1,0.0,0.0,1,고기회 지역,43.83,,13.08,46.6,56.4,0.0,100.0
폐기물/환경,울산광역시,26.94,1.0,820,272177205960,21,0.59,34.3,9,고기회 지역,38.44,,9.32,26.0,28.1,58.8,100.0
폐기물/환경,인천광역시,27.48,1.0,1368,642729932150,28,0.38,60.4,7,고기회 지역,41.22,,10.19,30.8,30.5,38.2,100.0
폐기물/환경,전라남도,24.89,1.0,352,33670986529,27,0.96,12.0,15,소비층 적합,38.74,,8.68,22.5,18.8,95.6,100.0
폐기물/환경,전라북도,30.59,1.0,1735,832292960647,25,,77.8,3,고기회 지역,39.45,,10.86,34.4,44.7,,100.0
폐기물/환경,제주특별자치도,28.67,1.0,544,62571331846,7,0.71,21.2,5,고기회 지역,40.59,,10.47,32.3,35.9,70.6,100.0
폐기물/환경,충청남도,28.11,1.0,349,35544149685,16,0.85,11.9,6,고기회 지역,39.92,,10.1,30.3,33.4,85.3,100.0
폐기물/환경,충청북도,26.27,1.0,191,18169130112,12,0.82,4.4,10,소비층 적합,39.96,,9.45,26.7,25.0,82.4,100.0
행사/운영용역,강원특별자치도,29.61,1.0,1156,249212159267,31,0.27,54.9,4,고기회 지역,38.69,,10.31,31.4,40.2,26.8,99.8
행사/운영용역,경기도,29.99,1.0,1923,625749058380,45,0.89,100.0,3,고기회 지역,41.69,,11.25,36.6,42.0,89.4,100.0
행사/운영용역,경상남도,23.86,1.0,226,39062339601,17,0.36,0.1,17,기회 검토,40.17,,8.63,22.2,14.1,35.8,100.0
행사/운영용역,경상북도,26.27,1.0,412,106250752292,22,0.11,11.1,8,기회 검토,39.26,,9.28,25.8,25.1,10.6,100.0
행사/운영용역,광주광역시,25.45,0.97,1180,210782396827,36,0.63,56.3,11,소비층 적합,39.5,,9.05,24.5,21.3,63.4,97.2
행사/운영용역,대구광역시,25.46,1.0,1242,204633447042,41,0.49,59.9,10,기회 검토,42.59,,9.76,28.4,21.4,48.7,100.0
행사/운영용역,대전광역시,24.51,0.87,895,189921492035,23,0.66,39.5,14,소비층 적합,40.74,,8.99,24.2,17.1,65.8,87.0
행사/운영용역,부산광역시,25.98,0.95,1655,605728543935,44,0.43,84.2,9,물류 거점 후보,39.56,,9.25,25.6,23.8,43.1,94.7
행사/운영용역,서울특별시,24.61,1.0,348,105297578012,25,0.88,7.3,12,소비층 적합,39.13,,8.67,22.4,17.5,87.8,100.0
행사/운영용역,세종특별자치시,32.0,1.0,246,69464743328,2,1.0,1.3,2,고기회 지역,43.83,,12.62,44.1,51.1,100.0,100.0
행사/운영용역,울산광역시,27.6,1.0,1081,220567985424,18,0.63,50.4,7,고기회 지역,38.44,,9.55,27.2,31.1,63.4,100.0
행사/운영용역,인천광역시,27.96,1.0,1706,597978403261,31,0.78,87.2,6,고기회 지역,41.22,,10.37,31.7,32.7,78.0,100.0
행사/운영용역,전라남도,24.37,1.0,230,46950841826,19,0.0,0.4,15,기회 검토,38.74,,8.5,21.5,16.4,0.0,100.0
행사/운영용역,전라북도,29.37,1.0,1268,266906484421,27,,61.4,5,고기회 지역,39.45,,10.43,32.1,39.1,,100.0
행사/운영용역,제주특별자치도,33.18,1.0,695,172939778080,6,0.53,27.7,1,고기회 지역,40.59,,12.12,41.4,56.5,52.8,100.0
행사/운영용역,충청남도,24.19,1.0,224,49198196786,18,0.29,0.0,16,기회 검토,39.92,,8.69,22.5,15.6,29.3,100.0
행사/운영용역,충청북도,24.55,1.0,237,35463233653,18,0.37,0.8,13,기회 검토,39.96,,8.83,23.3,17.2,37.4,100.0
