untyCntrctNo,bsnsDivNm,dcsnCntrctNo,cntrctRefNo,cntrctNm,cmmnCntrctYn,lngtrmCtnuDivNm,cntrctCnclsDate,cntrctPrd,baseLawNm,totCntrctAmt,thtmCntrctAmt,grntymnyRate,cntrctInfoUrl,payDivNm,reqNo,ntceNo,cntrctInsttCd,cntrctInsttNm,cntrctInsttJrsdctnDivNm,cntrctInsttChrgDeptNm,cntrctInsttOfclNm,cntrctInsttOfclTelNo,cntrctInsttOfclFaxNo,dminsttList,corpList,cntrctDtlInfoUrl,crdtrNm,baseDtls,cntrctCnclsMthdNm,rgstDt,chgDt,dfrcmpnstRt,pubPrcrmntClsfcNo,pubPrcrmntClsfcNm,pubPrcrmntMidClsfcNm,pubPrcrmntLrgClsfcNm,cntrctDate,infoBizYn,_source_endpoint,_business_type,dminsttNm,cntrctAmt
R26TE14097764,물품,R26TA0175994400,R26TA0175994400,(소액수의)2026년 2분기 일반자재(진공식FD밸브 등 37종) 구매,N,신규,2026-04-20,26.04.20.~26.05.04,국가계약법 (제26조제1항5호가3목),0,30471570,10,http://www.g2b.go.kr,직불,R26DC00194118,R26BK01447769,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,박규찬,051-419-2239,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^박규찬^0514192239],[1^주계약업체^단독^한스^김진한^대한민국^100^한스^^1023607759],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01759944&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업.소상공인 계약),수의계약,2026-04-20 14:33:25,,0.075,,,,,2026-04-20,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,30471570
R26TE14097792,물품,,R26TA0177501700,가상현실 스포츠실 조성사업 관급자재(가상현실 스포츠실 조성 물품) 구매,N,신규,,,지방계약법 (제25조제1항5호나목),0,10999620,5,http://www.g2b.go.kr,직불,,,3400000,부산광역시 기장군,지방자치단체,재무과,윤성미,,,[1^3400000^부산광역시 기장군^지방자치단체^재무과^윤성미^],[1^주계약업체^단독^주식회사 코드리치^송진우^대한민국^100^주식회사 코드리치^^6408100786],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01775017&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,기장군수,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-20 14:34:18,,0.08,,,,,2026-04-22,N,getCntrctInfoListThng,물품,부산광역시 기장군,10999620
R26TE14097858,물품,,R26TA0177504500,"(재, 유, 수)통영P-29정 NO.1,2 주기관 실린더블록 재생수리",N,신규,,26.4.13.~26.4.27.,국가계약법 (제27조제1항),0,22000000,10,http://www.g2b.go.kr,직불,,,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,김대성,051-419-2417,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^김대성^0514192417],[1^주계약업체^단독^지디에스코퍼레이션^김경회^대한민국^100^지디에스코퍼레이션^^3670401216],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01775045&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,재공고입찰등과 수의계약,수의계약,2026-04-20 14:36:08,,0.125,,,,,2026-04-13,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,22000000
R26TE14421740,물품,R25TA0082754700,R25TA0082754700,"2026학년도 다대중학교 교복(동복, 하복) 학교주관 구매",N,신규,2025-08-22,,지방계약법 (제2조의2제1항1호),0,44100000,10,http://www.g2b.go.kr,직불,,R25BK00974240,7170030,부산광역시서부교육청 다대중학교,교육기관,행정실,박중규,,,[1^7170030^부산광역시서부교육청 다대중학교^교육기관^행정실^박중규^],[1^주계약업체^단독^하이틴^문미애^대한민국^100^하이틴^^6033318743],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00827547&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,다대중학교장,"[판로지원법 시행령] 소기업,소상공인제한",제한경쟁,2026-04-28 08:34:00,,0.08,,,,,2025-08-22,N,getCntrctInfoListThng,물품,부산광역시서부교육청 다대중학교,44100000
R26TE14422385,물품,R26TA0156364700,R26TA0156364700,[글로컬대학30사업] GPU 구매,N,신규,2026-03-06,계약 후 60일 이내,국가계약법 (제2조의2제1항2호),0,193170200,10,http://www.g2b.go.kr,대지급,R26DC00159316,R26BK01316723,1230130,조달청 부산지방조달청,국가기관,경영관리과,조정렬,051-330-6535,050-5730-1840,[1^7000463^부산대학교^교육기관^재무과^탁해인^],[1^주계약업체^단독^송나라상사^송화자^대한민국^100^송나라상사^^4831200455],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01563647&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부부산지방조달청장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-04-28 08:41:53,,0.075,,,,,2026-03-06,N,getCntrctInfoListThng,물품,부산대학교,193170200
R26TE14422427,물품,R26TA0156364700,R26TA0156364700,[글로컬대학30사업] GPU 구매,N,신규,2026-03-06,계약 후 60일 이내,국가계약법 (제2조의2제1항2호),0,193170200,10,http://www.g2b.go.kr,대지급,R26DC00159316,R26BK01316723,1230130,조달청 부산지방조달청,국가기관,경영관리과,조정렬,051-330-6535,050-5730-1840,[1^7000463^부산대학교^교육기관^재무과^김보민^],[1^주계약업체^단독^송나라상사^송화자^대한민국^100^송나라상사^^4831200455],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01563647&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부부산지방조달청장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-04-28 08:42:26,,0.075,,,,,2026-03-06,N,getCntrctInfoListThng,물품,부산대학교,193170200
R26TE14422983,물품,R26TA0178791300,R26TA0178791300,교통과 불꽃신호기 구입,N,신규,2026-04-28,,국가계약법 (제26조제1항5호가2목),0,19920000,10,http://www.g2b.go.kr,직불,,,1811832,경찰청 부산광역시경찰청,국가기관,경무기획과 경리계,성지훈,051-899-2222,051-899-3333,[1^1811832^경찰청 부산광역시경찰청^국가기관^경무기획과 경리계^성지훈^0518992222],[1^주계약업체^단독^주식회사 코리아플레어^양인수^대한민국^100^주식회사 코리아플레어^^1378601305],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01787913&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산지방경찰청,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 08:48:36,,0.075,,,,,2026-04-28,N,getCntrctInfoListThng,물품,경찰청 부산광역시경찰청,19920000
R26TE14423268,물품,,R25TA0129371101,2026년도 중앙공급실 직원피복 구매(소액수의) 단가 계약,N,신규,,,지방계약법 (제25조제1항5호라목),0,33390000,5,http://www.g2b.go.kr,직불,,R25BK01219008,Z003659,부산광역시의료원,기타기관,경리과,강용권,051-607-2038,,[1^Z003659^부산광역시의료원^기타기관^경리과^강용권^0516072038],[1^주계약업체^단독^유승섬유^최민석^대한민국^100^유승섬유^^7913800716],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01293711&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시의료원장,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약),수의계약,2026-04-28 08:51:51,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산광역시의료원,33390000
R26TE14423616,물품,,R26TA0180462200,(소액수의)기관과 1분기 운용자재(크린가드 보호복 등 70종) 구매,N,신규,,26.04.30.~26.05.15.,국가계약법 (제26조제1항5호가2목),0,4286530,10,http://www.g2b.go.kr,직불,R26DC00200366,R26BK01473621,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,박규찬,051-419-2239,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^박규찬^0514192239],[1^주계약업체^단독^한국상사^허수연^대한민국^100^한국상사^^5293201175],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01804622&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:00:43,,0.075,,,,,2026-04-30,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,4286530
R26TE14423632,물품,,R25TA0129381501,2026년도 부산의료원 환자 피복 및 침구 등 64종 구매 단가 계약,N,신규,,,지방계약법 (제26조제2항),0,86929200,5,http://www.g2b.go.kr,직불,,R25BK01241057,Z003659,부산광역시의료원,기타기관,경리과,강용권,051-607-2038,,[1^Z003659^부산광역시의료원^기타기관^경리과^강용권^0516072038],[1^주계약업체^단독^유승섬유^최민석^대한민국^100^유승섬유^^7913800716],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01293815&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시의료원장,경쟁입찰을 실시했으나 입찰자가 1인뿐인 경우 수의계약(행안부장관 고시기간),수의계약,2026-04-28 09:01:27,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산광역시의료원,86929200
R26TE14423639,물품,R26TA0178788600,R26TA0178788600,해양원격의료지원 시범사업 심전도 및 심전도 케이스 20SET 구입,N,신규,2026-04-29,계약체결일로부터 180일,국가계약법 (제27조제1항),0,42000000,10,http://www.g2b.go.kr,직불,,,B550554,부산대학교병원,기타공공기관,물류관리팀,권송이,,,[1^B550554^부산대학교병원^기타공공기관^물류관리팀^권송이^],[1^주계약업체^단독^(주)토드디지털^장우석^대한민국^100^(주)토드디지털^^5218103838],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01787886&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산대학교병원장,재공고입찰등과 수의계약,수의계약,2026-04-28 09:01:37,,0.075,,,,,2026-04-29,N,getCntrctInfoListThng,물품,부산대학교병원,42000000
R26TE14423729,물품,R26TA0180159300,R26TA0180159300,(소액수의)기관과 1분기 소모성공구(니퍼 등 54종) 구매,N,신규,2026-04-30,26.04.30~26.05.15,국가계약법 (제26조제1항5호가2목),0,1698390,10,http://www.g2b.go.kr,직불,R26DC00200345,R26BK01473543,1532883,해양경찰청 해양경찰정비창 해양경찰부산정비창,국가기관,기획운영과,박규찬,051-419-2239,051-419-2318,[1^1532883^해양경찰청 해양경찰정비창 해양경찰부산정비창^국가기관^기획운영과^박규찬^0514192239],[1^주계약업체^단독^제이앤제이 이엔지^노선영^대한민국^100^제이앤제이 이엔지^^2026300426],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01801593&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,해양경찰부산정비창,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:04:42,,0.075,,,,,2026-04-30,N,getCntrctInfoListThng,물품,해양경찰청 해양경찰정비창 해양경찰부산정비창,1698390
R26TE14423766,물품,,R25TA0027776101,BD Posiflush 외 21종 구매(단가계약),N,신규,,2025. 5. 1. ~ 2027. 4. 30.,국가계약법 (제2조의2제1항2호),0,940271000,10,http://www.g2b.go.kr,직불,,R25BK00655002,Z018263,양산부산대학교병원,기타공공기관,,김영철,,,[1^Z018263^양산부산대학교병원^기타공공기관^^김영철^],[1^주계약업체^단독^엔케이메디^고예람^대한민국^100^엔케이메디^^8212101546],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00277761&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,양산부산대학교병원장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-04-28 09:06:11,,0.075,,,,,2026-04-28,N,getCntrctInfoListThng,물품,양산부산대학교병원,940271000
R26TE14423952,물품,R26TA0156364700,R26TA0156364700,[글로컬대학30사업] GPU 구매,N,신규,2026-03-06,계약 후 60일 이내,국가계약법 (제2조의2제1항2호),0,193170200,10,http://www.g2b.go.kr,대지급,R26DC00159316,R26BK01316723,1230130,조달청 부산지방조달청,국가기관,경영관리과,조정렬,051-330-6535,050-5730-1840,[1^7000463^부산대학교^교육기관^재무과^탁해인^],[1^주계약업체^단독^송나라상사^송화자^대한민국^100^송나라상사^^4831200455],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01563647&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부부산지방조달청장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-04-28 09:12:22,,0.075,,,,,2026-03-06,N,getCntrctInfoListThng,물품,부산대학교,193170200
R26TE14423974,물품,R26TA0156364700,R26TA0156364700,[글로컬대학30사업] GPU 구매,N,신규,2026-03-06,계약 후 60일 이내,국가계약법 (제2조의2제1항2호),0,193170200,10,http://www.g2b.go.kr,대지급,R26DC00159316,R26BK01316723,1230130,조달청 부산지방조달청,국가기관,경영관리과,조정렬,051-330-6535,050-5730-1840,[1^7000463^부산대학교^교육기관^재무과^탁해인^],[1^주계약업체^단독^송나라상사^송화자^대한민국^100^송나라상사^^4831200455],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01563647&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,대한민국정부부산지방조달청장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-04-28 09:13:13,,0.075,,,,,2026-03-06,N,getCntrctInfoListThng,물품,부산대학교,193170200
R26TE14423988,물품,,R26TA0180727400,2026년 해운대해수욕장 모래 투입 사업,N,신규,,,지방계약법 (제25조제1항5호라목),0,69969690,5,http://www.g2b.go.kr,직불,,R26BK01474569,3330238,부산광역시 해운대구 관광시설사업소,지방자치단체,,최현진,051-749-7614,051-749-7619,[1^3330238^부산광역시 해운대구 관광시설사업소^지방자치단체^^최현진^0517497614],[1^주계약업체^단독^지우민^박광진^대한민국^100^지우민^^2515700086],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01807274&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,관광시설사업소장,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약),수의계약,2026-04-28 09:13:30,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산광역시 해운대구 관광시설사업소,69969690
R26TE14424195,물품,,R26TA0180280200,실시간 무선온도 감시시스템 구매 설치,N,신규,,,지방계약법 (제25조제1항5호나목),0,3300000,5,http://www.g2b.go.kr,직불,,,Z008248,부산환경공단 남부사업소,지방공기업,남부사업소 운영지원팀,차기철,051-713-0123,051-625-1062,[1^Z008248^부산환경공단 남부사업소^지방공기업^남부사업소 운영지원팀^차기철^0517130123],[1^주계약업체^단독^주식회사 엘시그니처^이원태^대한민국^100^주식회사 엘시그니처^^3338701308],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01802802&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산환경공단 남부사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:19:09,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산환경공단 남부사업소,3300000
R26TE14424464,물품,R26TA0178370800,R26TA0178370800,부산공립동물원 전동카트 구매,N,신규,2026-04-27,,지방계약법 (제25조제1항5호바목),0,33759000,5,http://www.g2b.go.kr,직불,,,6260000,부산광역시,지방자치단체,회계재산담당관,정정연,051-888-2236,051-888-2249,[1^6260000^부산광역시^지방자치단체^회계재산담당관^정정연^0518882236],[1^주계약업체^단독^주식회사 지이에스모빌리티^김선미^대한민국^100^주식회사 지이에스모빌리티^^2998702986],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01783708&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시장,"추정가격 2천만원 초과 1억원 이하 물품·용역(여성기업, 장애인기업, 사회적기업, 사회적협동조합, 자활기업, 마을기업 계약)",수의계약,2026-04-28 09:24:00,,0.08,,,,,2026-04-27,N,getCntrctInfoListThng,물품,부산광역시,33759000
R26TE14424552,물품,,R26TA0178627600,2026년 전국장애학생(소년)체전 서포터즈 활동지원 물품 제작,N,신규,,2026.4.22.~2026.5.8.,지방계약법 (제25조제1항5호바목),0,45302400,5,http://www.g2b.go.kr,직불,,,6260000,부산광역시,지방자치단체,회계재산담당관,정다은,051-888-2237,051-888-2249,[1^6260000^부산광역시^지방자치단체^회계재산담당관^정다은^0518882237],[1^주계약업체^단독^트윈스돌^김명실^대한민국^100^트윈스돌^^6531400441],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01786276&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시장,"추정가격 2천만원 초과 1억원 이하 물품·용역(여성기업, 장애인기업, 사회적기업, 사회적협동조합, 자활기업, 마을기업 계약)",수의계약,2026-04-28 09:24:59,,0.08,,,,,2026-04-22,N,getCntrctInfoListThng,물품,부산광역시,45302400
R26TE14424816,물품,,R26TA0180746900,대변~죽성간 도로개설구간(7차) 상수도관 신설공사 자재구매(추가3)(KP이음관 등 2종),N,신규,,20,지방계약법 (제25조제1항5호나목),0,1299020,5,http://www.g2b.go.kr,직불,,,6260360,부산광역시 상수도사업본부 기장사업소,지방자치단체,기장사업소업무부서,김우열,051-669-5556,051-669-5559,[1^6260360^부산광역시 상수도사업본부 기장사업소^지방자치단체^기장사업소업무부서^김우열^0516695556],[1^주계약업체^단독^(주)한국산업코어^김성수^대한민국^100^(주)한국산업코어^^6068661338],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01807469&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 상수도본부 기장사업소,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:32:19,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 기장사업소,1299020
R26TE14425015,물품,R26TA0179031500,R26TA0179031500,냉동냉장고 등 12종 구매,N,신규,2026-04-28,30,지방계약법 (제25조제1항5호나목),0,6444300,5,http://www.g2b.go.kr,직불,,,B551542,부산교통공사,지방공기업,회계자산처,전혜경,,,[1^B551542^부산교통공사^지방공기업^회계자산처^전혜경^],[1^주계약업체^단독^원테크^김완숙^대한민국^100^원테크^^7641200112],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01790315&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산교통공사사장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:36:53,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산교통공사,6444300
R26TE14425442,물품,R26TA0180614000,R26TA0180614000,청사 부설주차장 차량 진출입 램프 연석 및 계단실(도색) 수리수선,N,신규,2026-04-27,2026.04.27.~2026.05.11.,지방계약법 (제25조제1항5호나목),0,4200000,5,http://www.g2b.go.kr,직불,,,3290000,부산광역시 부산진구,지방자치단체,재무과,한영경,051-605-4151,,[1^3290000^부산광역시 부산진구^지방자치단체^재무과^한영경^0516054151],[1^주계약업체^단독^(주)흥산건설산업^강용호^대한민국^100^(주)흥산건설산업^^6058127161],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01806140&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시 부산진구청장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:47:43,,0.13,,,,,2026-04-27,N,getCntrctInfoListThng,물품,부산광역시 부산진구,4200000
R26TE14425657,물품,,R26TA0177609500,Microsoft OVS-ES 라이선스 갱신 구매,N,신규,,2026.05.01.~2027.04.30.,국가계약법 (제27조제1항),0,73667000,10,http://www.g2b.go.kr,직불,,,Z018263,양산부산대학교병원,기타공공기관,,임희영,055-360-1139,055-360-1159,[1^Z018263^양산부산대학교병원^기타공공기관^^임희영^0553601139],[1^주계약업체^단독^주식회사 티제이앤앤에스^김지홍^대한민국^100^주식회사 티제이앤앤에스^^7698701962],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01776095&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,양산부산대학교병원장,재공고입찰등과 수의계약,수의계약,2026-04-28 09:52:15,,0.075,,,,,2026-04-28,N,getCntrctInfoListThng,물품,양산부산대학교병원,73667000
R26TE14425658,물품,,R26TA0180762800,야적장 등 환경정비용 청소용품 구매,N,신규,,계약일로부터 28일,지방계약법 (제25조제1항5호나목),0,1600000,5,http://www.g2b.go.kr,직불,,,Z004861,부산환경공단 녹산사업소,지방공기업,운영지원팀,이승현,051-970-1411,051-970-1499,[1^Z004861^부산환경공단 녹산사업소^지방공기업^운영지원팀^이승현^0519701411],[1^주계약업체^단독^주식회사 비엔씨하이텍^조미선^대한민국^100^주식회사 비엔씨하이텍^^1278611257],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01807628&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,녹산사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:52:16,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산환경공단 녹산사업소,1600000
R26TE14425703,물품,,R26TA0180761600,명장정수장 전·후오존체류조 배오존파괴기 촉매교체-관급자재(촉매),N,신규,,,지방계약법 (제25조제1항5호라목),0,87435500,5,http://www.g2b.go.kr,직불,,,6260101,부산광역시 상수도사업본부 명장정수사업소,지방자치단체,,서정우,051-669-4702,,[1^6260101^부산광역시 상수도사업본부 명장정수사업소^지방자치단체^^서정우^0516694702],[1^주계약업체^단독^리본^차성희^대한민국^100^리본^^5151320231],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01807616&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,상수도사업본부 명장정수사업소장,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약),수의계약,2026-04-28 09:53:24,,0.08,,,,,2026-05-11,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 명장정수사업소,87435500
R26TE14425752,물품,R26TA0180658400,R26TA0180658400,자재구입 건의[대연6동 못골로 12번길 73 황헌섭 신규(점포별)급수공사 등]_수도미터기 보호통,N,신규,2026-04-27,,지방계약법 (제25조제1항5호나목),0,14900300,5,http://www.g2b.go.kr,직불,,,6260110,부산광역시 상수도사업본부 남부사업소,지방자치단체,남부사업소 업무부서,박정용,051-669-5255,051-669-5259,[1^6260110^부산광역시 상수도사업본부 남부사업소^지방자치단체^남부사업소 업무부서^박정용^0516695255],[1^주계약업체^단독^현대특수강^이선동^대한민국^100^현대특수강^^6051629268],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01806584&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시상수도사업본부남부사업소장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:54:30,,0.08,,,,,2026-04-27,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 남부사업소,14900300
R26TE14425780,물품,,R26TA0180759500,덕산정수장 오존처리설비 주요부품 구매,N,신규,,,지방계약법 (제20조제1항6호),0,305764860,5,http://www.g2b.go.kr,직불,,R26BK01471306,6260000,부산광역시,지방자치단체,회계재산담당관,김주홍,051-888-2244,,[1^6260103^부산광역시 상수도사업본부 덕산정수사업소^지방자치단체^덕산정수사업소^이선우^0516694901],[1^주계약업체^단독^신신이앤지(주)^고정자^대한민국^100^신신이앤지(주)^^6068185295],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01807595&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산광역시장,행정안전부령 금액 미만 본점소재지,제한경쟁,2026-04-28 09:55:10,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산광역시 상수도사업본부 덕산정수사업소,305764860
R26TE14425904,물품,R26TA0180380200,R26TA0180380200,노포승무사업소 모의운전연습기 ups용 축전지 수선,N,신규,2026-04-27,계약일로부터 25일,지방계약법 (제25조제1항5호나목),0,10543960,5,http://www.g2b.go.kr,직불,,,B551542,부산교통공사,지방공기업,회계자산처,박진영,051-509-4206,,[1^B551542^부산교통공사^지방공기업^회계자산처^박진영^0515094206],[1^주계약업체^단독^한양테크 주식회사^한금녀^대한민국^100^한양테크 주식회사^^1548602935],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01803802&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산교통공사사장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 09:58:19,,0.08,,,,,2026-04-27,N,getCntrctInfoListThng,물품,부산교통공사,10543960
R26TE14426137,물품,R26TA0178724600,R26TA0178724600,진단검사의학과 혈소판 자동응집 측정장치 1SET 구입(설치),N,신규,2026-04-29,계약체결일로부터 90일,국가계약법 (제26조제1항5호가2목),0,22000000,10,http://www.g2b.go.kr,직불,,,B550554,부산대학교병원,기타공공기관,물류관리팀,권송이,,,[1^B550554^부산대학교병원^기타공공기관^물류관리팀^권송이^],[1^주계약업체^단독^(주) 케이비엠약품^김병유^대한민국^100^(주) 케이비엠약품^^1088169618],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R26TA01787246&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산대학교병원장,추정가격 2천만원 이하 물품 또는 용역,수의계약,2026-04-28 10:03:32,,0.075,,,,,2026-04-29,N,getCntrctInfoListThng,물품,부산대학교병원,22000000
R26TE14426349,물품,,R25TA0127319501,2026년 가성소다 25% 톤당 연간 단가계약,N,신규,,,지방계약법 (제2조의2제1항2호),0,168423670,5,http://www.g2b.go.kr,직불,,R25BK01216323,B552625,부산환경공단,지방공기업,기획재정처,류성균,,,[1^B552625^부산환경공단^지방공기업^기획재정처^류성균^],[1^주계약업체^단독^더솜코리아^김소미^대한민국^100^더솜코리아^^4416200489],https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01273195&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,부산환경공단이사장,"[판로지원법 시행령] 중기업,소기업,소상공인 제한",제한경쟁,2026-04-28 10:08:41,,0.08,,,,,2026-04-28,N,getCntrctInfoListThng,물품,부산환경공단,168423670
