ym,item_category,bid_count,amount_sum,ym_str,t,fitted,residual,month,is_forecast,trend,slope_per_month,seasonal_cv,has_seasonality
2026-05,시설관리/공사,635,254909736369.0,2026-05,25,1035.9,-400.9000000000001,5.0,False,감소,-67.83,0.358,False
2026-06,시설관리/공사,,,2026-06,26,1142.3,,,True,감소,-67.83,0.358,False
2026-07,시설관리/공사,,,2026-07,27,1433.3,,,True,감소,-67.83,0.358,False
2026-08,시설관리/공사,,,2026-08,28,1227.3,,,True,감소,-67.83,0.358,False
2026-09,시설관리/공사,,,2026-09,29,1172.8,,,True,감소,-67.83,0.358,False
2026-10,시설관리/공사,,,2026-10,30,1297.8,,,True,감소,-67.83,0.358,False
2026-11,시설관리/공사,,,2026-11,31,1224.8,,,True,감소,-67.83,0.358,False
2024-04,위생/방역,4,626041870.0,2024-04,0,101.4,-97.4,4.0,False,감소,-67.03,0.826,True
2024-05,위생/방역,56,5210239250.0,2024-05,1,103.9,-47.900000000000006,5.0,False,감소,-67.03,0.826,True
2024-06,위생/방역,66,6492408280.0,2024-06,2,106.3,-40.3,6.0,False,감소,-67.03,0.826,True
2024-07,위생/방역,71,7482805850.0,2024-07,3,108.7,-37.7,7.0,False,감소,-67.03,0.826,True
2024-08,위생/방역,61,5488865430.0,2024-08,4,111.1,-50.099999999999994,8.0,False,감소,-67.03,0.826,True
2024-09,위생/방역,85,14528321325.0,2024-09,5,113.5,-28.5,9.0,False,감소,-67.03,0.826,True
2024-10,위생/방역,136,896917101831.0,2024-10,6,116.0,20.0,10.0,False,감소,-67.03,0.826,True
2024-11,위생/방역,193,118429887963.0,2024-11,7,118.4,74.6,11.0,False,감소,-67.03,0.826,True
2024-12,위생/방역,429,135427885328.0,2024-12,8,120.8,308.2,12.0,False,감소,-67.03,0.826,True
2025-01,위생/방역,249,49877272782.0,2025-01,9,123.2,125.8,1.0,False,감소,-67.03,0.826,True
2025-02,위생/방역,118,145481487944.0,2025-02,10,125.6,-7.599999999999994,2.0,False,감소,-67.03,0.826,True
2025-03,위생/방역,113,13627993768.0,2025-03,11,128.1,-15.099999999999994,3.0,False,감소,-67.03,0.826,True
2025-04,위생/방역,166,13700133571.0,2025-04,12,130.5,35.5,4.0,False,감소,-67.03,0.826,True
2025-05,위생/방역,62,11468548208.0,2025-05,13,132.9,-70.9,5.0,False,감소,-67.03,0.826,True
2025-06,위생/방역,58,7375853240.0,2025-06,14,135.3,-77.30000000000001,6.0,False,감소,-67.03,0.826,True
2025-07,위생/방역,63,5705406169.0,2025-07,15,137.7,-74.69999999999999,7.0,False,감소,-67.03,0.826,True
2025-08,위생/방역,53,3733893244.0,2025-08,16,140.2,-87.19999999999999,8.0,False,감소,-67.03,0.826,True
2025-09,위생/방역,86,9736120580.0,2025-09,17,142.6,-56.599999999999994,9.0,False,감소,-67.03,0.826,True
2025-10,위생/방역,105,508198477298.0,2025-10,18,145.0,-40.0,10.0,False,감소,-67.03,0.826,True
2025-11,위생/방역,200,150605385010.0,2025-11,19,147.4,52.599999999999994,11.0,False,감소,-67.03,0.826,True
2025-12,위생/방역,437,103605178398.0,2025-12,20,149.8,287.2,12.0,False,감소,-67.03,0.826,True
2026-01,위생/방역,254,41507080167.0,2026-01,21,152.3,101.69999999999999,1.0,False,감소,-67.03,0.826,True
2026-02,위생/방역,132,20327978428.0,2026-02,22,154.7,-22.69999999999999,2.0,False,감소,-67.03,0.826,True
2026-03,위생/방역,16,1295348330.0,2026-03,23,157.1,-141.1,3.0,False,감소,-67.03,0.826,True
2026-04,위생/방역,169,11032437388.0,2026-04,24,159.5,9.5,4.0,False,감소,-67.03,0.826,True
2026-05,위생/방역,42,12059332524.0,2026-05,25,161.9,-119.9,5.0,False,감소,-67.03,0.826,True
2026-06,위생/방역,,,2026-06,26,105.6,,,True,감소,-67.03,0.826,True
2026-07,위생/방역,,,2026-07,27,110.6,,,True,감소,-67.03,0.826,True
2026-08,위생/방역,,,2026-08,28,100.6,,,True,감소,-67.03,0.826,True
2026-09,위생/방역,,,2026-09,29,129.1,,,True,감소,-67.03,0.826,True
2026-10,위생/방역,,,2026-10,30,164.1,,,True,감소,-67.03,0.826,True
2026-11,위생/방역,,,2026-11,31,240.1,,,True,감소,-67.03,0.826,True
2024-04,창업/경영지원,6,3187762000.0,2024-04,0,58.8,-52.8,4.0,False,증가,11.37,0.557,True
2024-05,창업/경영지원,81,9070291814.0,2024-05,1,60.2,20.799999999999997,5.0,False,증가,11.37,0.557,True
2024-06,창업/경영지원,83,11494097847.0,2024-06,2,61.5,21.5,6.0,False,증가,11.37,0.557,True
2024-07,창업/경영지원,104,9928519793.0,2024-07,3,62.9,41.1,7.0,False,증가,11.37,0.557,True
2024-08,창업/경영지원,65,8440961645.0,2024-08,4,64.3,0.7000000000000028,8.0,False,증가,11.37,0.557,True
2024-09,창업/경영지원,63,7950593660.0,2024-09,5,65.7,-2.700000000000003,9.0,False,증가,11.37,0.557,True
2024-10,창업/경영지원,73,7596487510.0,2024-10,6,67.1,5.900000000000006,10.0,False,증가,11.37,0.557,True
2024-11,창업/경영지원,45,8335447556.0,2024-11,7,68.5,-23.5,11.0,False,증가,11.37,0.557,True
2024-12,창업/경영지원,37,9073172564.0,2024-12,8,69.9,-32.900000000000006,12.0,False,증가,11.37,0.557,True
2025-01,창업/경영지원,51,5680872338.0,2025-01,9,71.3,-20.299999999999997,1.0,False,증가,11.37,0.557,True
2025-02,창업/경영지원,20,1716105547.0,2025-02,10,72.7,-52.7,2.0,False,증가,11.37,0.557,True
2025-03,창업/경영지원,43,5905246120.0,2025-03,11,74.1,-31.099999999999994,3.0,False,증가,11.37,0.557,True
2025-04,창업/경영지원,177,23975825956.0,2025-04,12,75.5,101.5,4.0,False,증가,11.37,0.557,True
2025-05,창업/경영지원,121,14579802438.0,2025-05,13,76.9,44.099999999999994,5.0,False,증가,11.37,0.557,True
2025-06,창업/경영지원,82,8980203025.0,2025-06,14,78.3,3.700000000000003,6.0,False,증가,11.37,0.557,True
2025-07,창업/경영지원,84,10621545145.0,2025-07,15,79.7,4.299999999999997,7.0,False,증가,11.37,0.557,True
2025-08,창업/경영지원,71,6823520230.0,2025-08,16,81.1,-10.099999999999994,8.0,False,증가,11.37,0.557,True
2025-09,창업/경영지원,94,13122570050.0,2025-09,17,82.5,11.5,9.0,False,증가,11.37,0.557,True
2025-10,창업/경영지원,135,14120272952.0,2025-10,18,83.9,51.099999999999994,10.0,False,증가,11.37,0.557,True
2025-11,창업/경영지원,76,17419483000.0,2025-11,19,85.3,-9.299999999999997,11.0,False,증가,11.37,0.557,True
2025-12,창업/경영지원,44,10697232652.0,2025-12,20,86.7,-42.7,12.0,False,증가,11.37,0.557,True
2026-01,창업/경영지원,57,5588899930.0,2026-01,21,88.0,-31.0,1.0,False,증가,11.37,0.557,True
2026-02,창업/경영지원,102,13204086320.0,2026-02,22,89.4,12.599999999999994,2.0,False,증가,11.37,0.557,True
2026-03,창업/경영지원,17,1542645800.0,2026-03,23,90.8,-73.8,3.0,False,증가,11.37,0.557,True
2026-04,창업/경영지원,188,19747958183.0,2026-04,24,92.2,95.8,4.0,False,증가,11.37,0.557,True
2026-05,창업/경영지원,62,7636635201.0,2026-05,25,93.6,-31.599999999999994,5.0,False,증가,11.37,0.557,True
2026-06,창업/경영지원,,,2026-06,26,107.6,,,True,증가,11.37,0.557,True
2026-07,창업/경영지원,,,2026-07,27,119.1,,,True,증가,11.37,0.557,True
2026-08,창업/경영지원,,,2026-08,28,93.1,,,True,증가,11.37,0.557,True
2026-09,창업/경영지원,,,2026-09,29,103.6,,,True,증가,11.37,0.557,True
2026-10,창업/경영지원,,,2026-10,30,129.1,,,True,증가,11.37,0.557,True
2026-11,창업/경영지원,,,2026-11,31,85.6,,,True,증가,11.37,0.557,True
2024-04,행사/홍보,4,820000000.0,2024-04,0,89.7,-85.7,4.0,False,증가,10.4,0.542,True
2024-05,행사/홍보,85,19433040182.0,2024-05,1,89.6,-4.599999999999994,5.0,False,증가,10.4,0.542,True
2024-06,행사/홍보,146,25696702636.0,2024-06,2,89.5,56.5,6.0,False,증가,10.4,0.542,True
2024-07,행사/홍보,166,32008101215.0,2024-07,3,89.5,76.5,7.0,False,증가,10.4,0.542,True
2024-08,행사/홍보,136,17174392213.0,2024-08,4,89.4,46.599999999999994,8.0,False,증가,10.4,0.542,True
2024-09,행사/홍보,95,12912583581.0,2024-09,5,89.3,5.700000000000003,9.0,False,증가,10.4,0.542,True
2024-10,행사/홍보,63,7364104145.0,2024-10,6,89.2,-26.200000000000003,10.0,False,증가,10.4,0.542,True
2024-11,행사/홍보,42,6225476710.0,2024-11,7,89.2,-47.2,11.0,False,증가,10.4,0.542,True
2024-12,행사/홍보,30,4890856151.0,2024-12,8,89.1,-59.099999999999994,12.0,False,증가,10.4,0.542,True
2025-01,행사/홍보,54,16517594460.0,2025-01,9,89.0,-35.0,1.0,False,증가,10.4,0.542,True
2025-02,행사/홍보,38,14074573840.0,2025-02,10,88.9,-50.900000000000006,2.0,False,증가,10.4,0.542,True
2025-03,행사/홍보,65,12010567055.0,2025-03,11,88.8,-23.799999999999997,3.0,False,증가,10.4,0.542,True
2025-04,행사/홍보,135,34613518797.0,2025-04,12,88.8,46.2,4.0,False,증가,10.4,0.542,True
2025-05,행사/홍보,144,38511947287.0,2025-05,13,88.7,55.3,5.0,False,증가,10.4,0.542,True
2025-06,행사/홍보,139,26561149288.0,2025-06,14,88.6,50.400000000000006,6.0,False,증가,10.4,0.542,True
2025-07,행사/홍보,147,25711984430.0,2025-07,15,88.5,58.5,7.0,False,증가,10.4,0.542,True
2025-08,행사/홍보,125,15579222986.0,2025-08,16,88.5,36.5,8.0,False,증가,10.4,0.542,True
2025-09,행사/홍보,116,23974886301.0,2025-09,17,88.4,27.599999999999994,9.0,False,증가,10.4,0.542,True
2025-10,행사/홍보,66,17534214999.0,2025-10,18,88.3,-22.299999999999997,10.0,False,증가,10.4,0.542,True
2025-11,행사/홍보,41,9269117000.0,2025-11,19,88.2,-47.2,11.0,False,증가,10.4,0.542,True
2025-12,행사/홍보,26,5345794460.0,2025-12,20,88.2,-62.2,12.0,False,증가,10.4,0.542,True
2026-01,행사/홍보,94,28449215346.0,2026-01,21,88.1,5.900000000000006,1.0,False,증가,10.4,0.542,True
2026-02,행사/홍보,97,21442506305.0,2026-02,22,88.0,9.0,2.0,False,증가,10.4,0.542,True
2026-03,행사/홍보,22,4380128000.0,2026-03,23,87.9,-65.9,3.0,False,증가,10.4,0.542,True
2026-04,행사/홍보,152,39894113272.0,2026-04,24,87.9,64.1,4.0,False,증가,10.4,0.542,True
2026-05,행사/홍보,79,16177176280.0,2026-05,25,87.8,-8.799999999999997,5.0,False,증가,10.4,0.542,True
2026-06,행사/홍보,,,2026-06,26,141.2,,,True,증가,10.4,0.542,True
2026-07,행사/홍보,,,2026-07,27,155.1,,,True,증가,10.4,0.542,True
2026-08,행사/홍보,,,2026-08,28,129.1,,,True,증가,10.4,0.542,True
2026-09,행사/홍보,,,2026-09,29,104.1,,,True,증가,10.4,0.542,True
2026-10,행사/홍보,,,2026-10,30,63.1,,,True,증가,10.4,0.542,True
2026-11,행사/홍보,,,2026-11,31,40.1,,,True,증가,10.4,0.542,True
2024-04,환경개선/생활민원,10,990578700.0,2024-04,0,635.9,-625.9,4.0,False,감소,-60.86,0.402,False
2024-05,환경개선/생활민원,536,379667749210.0,2024-05,1,631.3,-95.29999999999995,5.0,False,감소,-60.86,0.402,False
2024-06,환경개선/생활민원,701,117700727638.0,2024-06,2,626.7,74.29999999999995,6.0,False,감소,-60.86,0.402,False
2024-07,환경개선/생활민원,850,90361223282.0,2024-07,3,622.2,227.79999999999995,7.0,False,감소,-60.86,0.402,False
2024-08,환경개선/생활민원,539,56877047572.0,2024-08,4,617.6,-78.60000000000002,8.0,False,감소,-60.86,0.402,False
2024-09,환경개선/생활민원,577,285320542428.0,2024-09,5,613.1,-36.10000000000002,9.0,False,감소,-60.86,0.402,False
2024-10,환경개선/생활민원,831,442205636052.0,2024-10,6,608.5,222.5,10.0,False,감소,-60.86,0.402,False
2024-11,환경개선/생활민원,926,1043798218718.0,2024-11,7,603.9,322.1,11.0,False,감소,-60.86,0.402,False
2024-12,환경개선/생활민원,984,1190994915566.0,2024-12,8,599.4,384.6,12.0,False,감소,-60.86,0.402,False
2025-01,환경개선/생활민원,440,141096750486.0,2025-01,9,594.8,-154.79999999999995,1.0,False,감소,-60.86,0.402,False
2025-02,환경개선/생활민원,356,65780894221.0,2025-02,10,590.3,-234.29999999999995,2.0,False,감소,-60.86,0.402,False
2025-03,환경개선/생활민원,334,41705966606.0,2025-03,11,585.7,-251.70000000000005,3.0,False,감소,-60.86,0.402,False
2025-04,환경개선/생활민원,737,145751249885.0,2025-04,12,581.1,155.89999999999998,4.0,False,감소,-60.86,0.402,False
2025-05,환경개선/생활민원,541,52295872849.0,2025-05,13,576.6,-35.60000000000002,5.0,False,감소,-60.86,0.402,False
2025-06,환경개선/생활민원,748,88958183851.0,2025-06,14,572.0,176.0,6.0,False,감소,-60.86,0.402,False
2025-07,환경개선/생활민원,682,56536031834.0,2025-07,15,567.4,114.60000000000002,7.0,False,감소,-60.86,0.402,False
2025-08,환경개선/생활민원,551,83432716319.0,2025-08,16,562.9,-11.899999999999977,8.0,False,감소,-60.86,0.402,False
2025-09,환경개선/생활민원,599,386738751209.0,2025-09,17,558.3,40.700000000000045,9.0,False,감소,-60.86,0.402,False
2025-10,환경개선/생활민원,632,517028575907.0,2025-10,18,553.8,78.20000000000005,10.0,False,감소,-60.86,0.402,False
2025-11,환경개선/생활민원,774,907421816655.0,2025-11,19,549.2,224.79999999999995,11.0,False,감소,-60.86,0.402,False
2025-12,환경개선/생활민원,739,564307642545.0,2025-12,20,544.6,194.39999999999998,12.0,False,감소,-60.86,0.402,False
2026-01,환경개선/생활민원,508,136192740550.0,2026-01,21,540.1,-32.10000000000002,1.0,False,감소,-60.86,0.402,False
2026-02,환경개선/생활민원,398,125124862860.0,2026-02,22,535.5,-137.5,2.0,False,감소,-60.86,0.402,False
2026-03,환경개선/생활민원,114,12413895601.0,2026-03,23,530.9,-416.9,3.0,False,감소,-60.86,0.402,False
2026-04,환경개선/생활민원,671,93044150910.0,2026-04,24,526.4,144.60000000000002,4.0,False,감소,-60.86,0.402,False
2026-05,환경개선/생활민원,272,24909757246.0,2026-05,25,521.8,-249.79999999999995,5.0,False,감소,-60.86,0.402,False
2026-06,환경개선/생활민원,,,2026-06,26,642.4,,,True,감소,-60.86,0.402,False
2026-07,환경개선/생활민원,,,2026-07,27,683.9,,,True,감소,-60.86,0.402,False
2026-08,환경개선/생활민원,,,2026-08,28,462.9,,,True,감소,-60.86,0.402,False
2026-09,환경개선/생활민원,,,2026-09,29,505.9,,,True,감소,-60.86,0.402,False
2026-10,환경개선/생활민원,,,2026-10,30,649.4,,,True,감소,-60.86,0.402,False
2026-11,환경개선/생활민원,,,2026-11,31,767.9,,,True,감소,-60.86,0.402,False
2024-05,금융/보험,65,12045369244.0,2024-05,0,77.0,-12.0,5.0,False,감소,-13.51,0.519,True
2024-06,금융/보험,86,7181467459.0,2024-06,1,77.4,8.599999999999994,6.0,False,감소,-13.51,0.519,True
2024-07,금융/보험,89,8149076356.0,2024-07,2,77.8,11.200000000000003,7.0,False,감소,-13.51,0.519,True
2024-08,금융/보험,58,5377939750.0,2024-08,3,78.2,-20.200000000000003,8.0,False,감소,-13.51,0.519,True
2024-09,금융/보험,32,5110341741.0,2024-09,4,78.7,-46.7,9.0,False,감소,-13.51,0.519,True
2024-10,금융/보험,62,4925316586.0,2024-10,5,79.1,-17.099999999999994,10.0,False,감소,-13.51,0.519,True
2024-11,금융/보험,62,15976123770.0,2024-11,6,79.5,-17.5,11.0,False,감소,-13.51,0.519,True
2024-12,금융/보험,154,58595674970.0,2024-12,7,79.9,74.1,12.0,False,감소,-13.51,0.519,True
2025-01,금융/보험,170,41435893025.0,2025-01,8,80.3,89.7,1.0,False,감소,-13.51,0.519,True
2025-02,금융/보험,98,18221678274.0,2025-02,9,80.7,17.299999999999997,2.0,False,감소,-13.51,0.519,True
2025-03,금융/보험,49,12231225809.0,2025-03,10,81.1,-32.099999999999994,3.0,False,감소,-13.51,0.519,True
2025-04,금융/보험,97,8105346643.0,2025-04,11,81.5,15.5,4.0,False,감소,-13.51,0.519,True
2025-05,금융/보험,78,7544372770.0,2025-05,12,81.9,-3.9000000000000057,5.0,False,감소,-13.51,0.519,True
2025-06,금융/보험,74,15405025878.0,2025-06,13,82.3,-8.299999999999997,6.0,False,감소,-13.51,0.519,True
2025-07,금융/보험,68,12178454967.0,2025-07,14,82.7,-14.700000000000003,7.0,False,감소,-13.51,0.519,True
2025-08,금융/보험,51,4342512114.0,2025-08,15,83.1,-32.099999999999994,8.0,False,감소,-13.51,0.519,True
2025-09,금융/보험,29,2158976042.0,2025-09,16,83.6,-54.599999999999994,9.0,False,감소,-13.51,0.519,True
2025-10,금융/보험,60,8041035690.0,2025-10,17,84.0,-24.0,10.0,False,감소,-13.51,0.519,True
2025-11,금융/보험,57,21844665061.0,2025-11,18,84.4,-27.400000000000006,11.0,False,감소,-13.51,0.519,True
2025-12,금융/보험,98,39732886555.0,2025-12,19,84.8,13.200000000000003,12.0,False,감소,-13.51,0.519,True
2026-01,금융/보험,184,46305648628.0,2026-01,20,85.2,98.8,1.0,False,감소,-13.51,0.519,True
2026-02,금융/보험,121,21824310152.0,2026-02,21,85.6,35.400000000000006,2.0,False,감소,-13.51,0.519,True
2026-03,금융/보험,18,2347659084.0,2026-03,22,86.0,-68.0,3.0,False,감소,-13.51,0.519,True
2026-04,금융/보험,134,17779746600.0,2026-04,23,86.4,47.599999999999994,4.0,False,감소,-13.51,0.519,True
2026-05,금융/보험,54,3649621520.0,2026-05,24,86.8,-32.8,5.0,False,감소,-13.51,0.519,True
2026-06,금융/보험,,,2026-06,25,87.4,,,True,감소,-13.51,0.519,True
2026-07,금융/보험,,,2026-07,26,85.9,,,True,감소,-13.51,0.519,True
2026-08,금융/보험,,,2026-08,27,61.9,,,True,감소,-13.51,0.519,True
2026-09,금융/보험,,,2026-09,28,37.8,,,True,감소,-13.51,0.519,True
2026-10,금융/보험,,,2026-10,29,68.3,,,True,감소,-13.51,0.519,True
2026-11,금융/보험,,,2026-11,30,66.8,,,True,감소,-13.51,0.519,True
2024-05,급식/식품,32,1841222660.0,2024-05,0,40.5,-8.5,5.0,False,감소,-18.66,0.96,True
2024-06,급식/식품,47,3435193230.0,2024-06,1,40.4,6.600000000000001,6.0,False,감소,-18.66,0.96,True
2024-07,급식/식품,49,3216356570.0,2024-07,2,40.3,8.700000000000003,7.0,False,감소,-18.66,0.96,True
2024-08,급식/식품,19,4330641242.0,2024-08,3,40.3,-21.299999999999997,8.0,False,감소,-18.66,0.96,True
2024-09,급식/식품,17,5473609300.0,2024-09,4,40.2,-23.200000000000003,9.0,False,감소,-18.66,0.96,True
2024-10,급식/식품,16,2151599054.0,2024-10,5,40.1,-24.1,10.0,False,감소,-18.66,0.96,True
2024-11,급식/식품,23,6716660901.0,2024-11,6,40.1,-17.1,11.0,False,감소,-18.66,0.96,True
2024-12,급식/식품,45,9276745776.0,2024-12,7,40.0,5.0,12.0,False,감소,-18.66,0.96,True
2025-01,급식/식품,158,15888830702.0,2025-01,8,39.9,118.1,1.0,False,감소,-18.66,0.96,True
2025-02,급식/식품,49,2456955144.0,2025-02,9,39.9,9.100000000000001,2.0,False,감소,-18.66,0.96,True
2025-03,급식/식품,6,559532060.0,2025-03,10,39.8,-33.8,3.0,False,감소,-18.66,0.96,True
2025-04,급식/식품,28,3216754620.0,2025-04,11,39.7,-11.700000000000003,4.0,False,감소,-18.66,0.96,True
2025-05,급식/식품,41,3936147680.0,2025-05,12,39.7,1.2999999999999972,5.0,False,감소,-18.66,0.96,True
2025-06,급식/식품,41,4741886954.0,2025-06,13,39.6,1.3999999999999986,6.0,False,감소,-18.66,0.96,True
2025-07,급식/식품,48,10473938550.0,2025-07,14,39.5,8.5,7.0,False,감소,-18.66,0.96,True
2025-08,급식/식품,22,6703907750.0,2025-08,15,39.5,-17.5,8.0,False,감소,-18.66,0.96,True
2025-09,급식/식품,9,704394850.0,2025-09,16,39.4,-30.4,9.0,False,감소,-18.66,0.96,True
2025-10,급식/식품,21,4128464418.0,2025-10,17,39.3,-18.299999999999997,10.0,False,감소,-18.66,0.96,True
2025-11,급식/식품,46,9101152354.0,2025-11,18,39.3,6.700000000000003,11.0,False,감소,-18.66,0.96,True
2025-12,급식/식품,50,7555096631.0,2025-12,19,39.2,10.799999999999997,12.0,False,감소,-18.66,0.96,True
2026-01,급식/식품,152,25516066291.0,2026-01,20,39.2,112.8,1.0,False,감소,-18.66,0.96,True
2026-02,급식/식품,47,2401508050.0,2026-02,21,39.1,7.899999999999999,2.0,False,감소,-18.66,0.96,True
2026-03,급식/식품,1,10073000000.0,2026-03,22,39.0,-38.0,3.0,False,감소,-18.66,0.96,True
2026-04,급식/식품,13,634800470.0,2026-04,23,39.0,-26.0,4.0,False,감소,-18.66,0.96,True
2026-05,급식/식품,12,459837200.0,2026-05,24,38.9,-26.9,5.0,False,감소,-18.66,0.96,True
2026-06,급식/식품,,,2026-06,25,42.8,,,True,감소,-18.66,0.96,True
2026-07,급식/식품,,,2026-07,26,47.4,,,True,감소,-18.66,0.96,True
2026-08,급식/식품,,,2026-08,27,19.3,,,True,감소,-18.66,0.96,True
2026-09,급식/식품,,,2026-09,28,11.8,,,True,감소,-18.66,0.96,True
2026-10,급식/식품,,,2026-10,29,17.4,,,True,감소,-18.66,0.96,True
2026-11,급식/식품,,,2026-11,30,33.3,,,True,감소,-18.66,0.96,True
2024-05,시설위탁/운영,10,8367684200.0,2024-05,0,16.7,-6.699999999999999,5.0,False,감소,-3.34,0.434,False
2024-06,시설위탁/운영,23,4586526627.0,2024-06,1,16.6,6.399999999999999,6.0,False,감소,-3.34,0.434,False
2024-07,시설위탁/운영,13,1876875202.0,2024-07,2,16.5,-3.5,7.0,False,감소,-3.34,0.434,False
2024-08,시설위탁/운영,9,4225000012.0,2024-08,3,16.3,-7.300000000000001,8.0,False,감소,-3.34,0.434,False
2024-09,시설위탁/운영,22,11176355001.0,2024-09,4,16.2,5.800000000000001,9.0,False,감소,-3.34,0.434,False
2024-10,시설위탁/운영,24,8378810262.0,2024-10,5,16.1,7.899999999999999,10.0,False,감소,-3.34,0.434,False
2024-11,시설위탁/운영,19,7609080301.0,2024-11,6,16.0,3.0,11.0,False,감소,-3.34,0.434,False
2024-12,시설위탁/운영,17,6709683520.0,2024-12,7,15.9,1.0999999999999996,12.0,False,감소,-3.34,0.434,False
2025-01,시설위탁/운영,15,3718003000.0,2025-01,8,15.8,-0.8000000000000007,1.0,False,감소,-3.34,0.434,False
2025-02,시설위탁/운영,15,6449681860.0,2025-02,9,15.7,-0.6999999999999993,2.0,False,감소,-3.34,0.434,False
2025-03,시설위탁/운영,5,1472877320.0,2025-03,10,15.6,-10.6,3.0,False,감소,-3.34,0.434,False
2025-04,시설위탁/운영,12,4267436000.0,2025-04,11,15.5,-3.5,4.0,False,감소,-3.34,0.434,False
2025-05,시설위탁/운영,21,3940758042.0,2025-05,12,15.4,5.6,5.0,False,감소,-3.34,0.434,False
2025-06,시설위탁/운영,22,10886091182.0,2025-06,13,15.3,6.699999999999999,6.0,False,감소,-3.34,0.434,False
2025-07,시설위탁/운영,7,3530052950.0,2025-07,14,15.1,-8.1,7.0,False,감소,-3.34,0.434,False
2025-08,시설위탁/운영,12,3496653892.0,2025-08,15,15.0,-3.0,8.0,False,감소,-3.34,0.434,False
2025-09,시설위탁/운영,9,13046956753.0,2025-09,16,14.9,-5.9,9.0,False,감소,-3.34,0.434,False
2025-10,시설위탁/운영,16,25104183305.0,2025-10,17,14.8,1.1999999999999993,10.0,False,감소,-3.34,0.434,False
2025-11,시설위탁/운영,26,35694384320.0,2025-11,18,14.7,11.3,11.0,False,감소,-3.34,0.434,False
2025-12,시설위탁/운영,22,7205011470.0,2025-12,19,14.6,7.4,12.0,False,감소,-3.34,0.434,False
2026-01,시설위탁/운영,22,6998845890.0,2026-01,20,14.5,7.5,1.0,False,감소,-3.34,0.434,False
2026-02,시설위탁/운영,18,1934464190.0,2026-02,21,14.4,3.5999999999999996,2.0,False,감소,-3.34,0.434,False
2026-03,시설위탁/운영,3,1210185000.0,2026-03,22,14.3,-11.3,3.0,False,감소,-3.34,0.434,False
2026-04,시설위탁/운영,18,3813321950.0,2026-04,23,14.2,3.8000000000000007,4.0,False,감소,-3.34,0.434,False
2026-05,시설위탁/운영,4,404989000.0,2026-05,24,14.0,-10.0,5.0,False,감소,-3.34,0.434,False
2026-06,시설위탁/운영,,,2026-06,25,20.5,,,True,감소,-3.34,0.434,False
2026-07,시설위탁/운영,,,2026-07,26,8.0,,,True,감소,-3.34,0.434,False
2026-08,시설위탁/운영,,,2026-08,27,8.6,,,True,감소,-3.34,0.434,False
2026-09,시설위탁/운영,,,2026-09,28,13.6,,,True,감소,-3.34,0.434,False
2026-10,시설위탁/운영,,,2026-10,29,18.1,,,True,감소,-3.34,0.434,False
2026-11,시설위탁/운영,,,2026-11,30,20.5,,,True,감소,-3.34,0.434,False
2024-05,의료/복지,18,2137841330.0,2024-05,0,33.9,-15.899999999999999,5.0,False,감소,-11.4,0.546,True
2024-06,의료/복지,16,1083487600.0,2024-06,1,34.0,-18.0,6.0,False,감소,-11.4,0.546,True
2024-07,의료/복지,36,3977167700.0,2024-07,2,34.2,1.7999999999999972,7.0,False,감소,-11.4,0.546,True
2024-08,의료/복지,24,3052880900.0,2024-08,3,34.4,-10.399999999999999,8.0,False,감소,-11.4,0.546,True
2024-09,의료/복지,28,5378349961.0,2024-09,4,34.5,-6.5,9.0,False,감소,-11.4,0.546,True
2024-10,의료/복지,32,6269667194.0,2024-10,5,34.7,-2.700000000000003,10.0,False,감소,-11.4,0.546,True
2024-11,의료/복지,67,14038579364.0,2024-11,6,34.9,32.1,11.0,False,감소,-11.4,0.546,True
2024-12,의료/복지,75,12005488339.0,2024-12,7,35.0,40.0,12.0,False,감소,-11.4,0.546,True
2025-01,의료/복지,52,3660826907.0,2025-01,8,35.2,16.799999999999997,1.0,False,감소,-11.4,0.546,True
2025-02,의료/복지,26,1558501201.0,2025-02,9,35.3,-9.299999999999997,2.0,False,감소,-11.4,0.546,True
2025-03,의료/복지,25,7753247240.0,2025-03,10,35.5,-10.5,3.0,False,감소,-11.4,0.546,True
2025-04,의료/복지,28,2511991280.0,2025-04,11,35.7,-7.700000000000003,4.0,False,감소,-11.4,0.546,True
2025-05,의료/복지,36,6458883407.0,2025-05,12,35.8,0.20000000000000284,5.0,False,감소,-11.4,0.546,True
2025-06,의료/복지,22,10251637675.0,2025-06,13,36.0,-14.0,6.0,False,감소,-11.4,0.546,True
2025-07,의료/복지,46,8246571506.0,2025-07,14,36.2,9.799999999999997,7.0,False,감소,-11.4,0.546,True
2025-08,의료/복지,31,5657723860.0,2025-08,15,36.3,-5.299999999999997,8.0,False,감소,-11.4,0.546,True
2025-09,의료/복지,14,1858751560.0,2025-09,16,36.5,-22.5,9.0,False,감소,-11.4,0.546,True
2025-10,의료/복지,29,4285475278.0,2025-10,17,36.7,-7.700000000000003,10.0,False,감소,-11.4,0.546,True
2025-11,의료/복지,58,9447135032.0,2025-11,18,36.8,21.200000000000003,11.0,False,감소,-11.4,0.546,True
2025-12,의료/복지,76,8236604856.0,2025-12,19,37.0,39.0,12.0,False,감소,-11.4,0.546,True
2026-01,의료/복지,66,4639765465.0,2026-01,20,37.2,28.799999999999997,1.0,False,감소,-11.4,0.546,True
